Latitude,Longitude,Year,pH,EC,CO3,HCO3,Cl,SO4,NO3,TH,Ca,Mg,Na,K,F,U(ppb),TDS
9.4169,77.7506,2021,7.6,643,0,256,43,18,36,300,48,44,17,6,0.72,0.56,385.8
9.5833,77.9542,2021,7.4,4710,0,561,737,321,42,720,84,124,580,5,1.41,7.81,2826
10.0786,78.1742,2021,7.84,950,0,329,96,54,23,375,64,52,40,6.8,1.01,2.32,570
9.7969,78.0933,2021,7.84,1796,0,390,284,20,174,680,136,83,93,3.4,0.85,1.82,1077.6
9.8042,78.0917,2021,7.63,1009,0,207,164,27,84,360,68,46,51,0.72,0.13,0.45,605.4
9.8364,78.0567,2021,7.77,625,0,207,68,32,0.18,160,28,22,60,3.6,0.4,0.54,375
9.8239,77.9883,2021,7.28,5960,0,451,1337,295,350,1720,128,340,511,3.1,1.35,16.7,3576
9.7867,78.0022,2021,8.19,1653,0,854,85,37,39,170,20,29,350,0.43,2,12.74,991.8
9.6417,77.9744,2021,7.57,2810,0,659,370,102,99,500,80,73,320,46,0.7,4,1686
9.8244,77.7989,2021,7.49,190,0,61,14,15,0.96,56,14,4.9,9.6,0.33,0.33,0,114
9.7628,77.7392,2021,7.58,2310,0,610,356,102,72,560,56,102,282,7.1,0.78,0.86,1386
9.8325,77.7167,2021,7.75,1283,0,305,213,33,53,380,68,51,113,1.1,2.38,0.51,769.8
9.9366,77.7837,2021,7.65,1685,0,378,256,120,36,570,56,105,155,2.2,0.86,4.69,1011
9.8739,77.8678,2021,7.99,658,0,366,25,5,6.1,270,40,41,29,3.7,0.42,0.58,394.8
9.9083,78.1528,2021,7.77,1677,0,634,156,138,19,320,40,54,251,16,1.46,3.06,1006.2
9.8967,78.2553,2021,7.38,2520,0,293,512,135,54,740,112,112,174,7.1,1,1.48,1512
9.9125,78.2569,2021,7.49,1637,0,293,327,70,30,510,64,85,153,5.4,1.2,2.24,982.2
9.9086,78.1858,2021,7.97,649,0,268,43,26,24,190,36,24,58,2,0.85,0.14,389.4
9.9347,78.1689,2021,7.2,95,0,24,5.7,3.5,0.91,24,6.4,1.9,1.5,0.22,0,0,57
9.9511,78.2072,2021,7.5,2880,0,378,583,175,62,520,80,78,341,53,0.79,7.38,1728
9.9772,78.1958,2021,7.64,604,0,226,50,31,17,195,34,27,42,2,0.86,1.62,362.4
13.0735,80.2263,2021,7.17,1538,0,336,259,66,31,255,64,23,205,26,0.76,1.06,922.8
12.9433,80.2544,2021,7.57,1504,0,336,263,56,75,380,64,54,150,48,0.27,6.34,902.4
13.0605,80.2824,2021,7.47,2300,0,329,511,73,65,650,112,90,203,26,0.19,0.27,1380
13.0748,80.2626,2021,7.58,1410,0,409,241,51,3,280,108,2,206,21,0.48,2.27,846
12.9828,80.2639,2021,7.45,1586,0,177,433,44,10,270,72,22,235,17,0.27,2.03,951.6
12.9264,80.2556,2021,7.42,527,0,159,78,47,17,230,76,10,22,8,0.28,1.99,316.2
12.9879,80.2643,2021,7.62,1432,0,268,355,37,2,330,60,44,185,9,0.23,5.84,859.2
12.9344,80.2569,2021,7.48,1090,0,250,213,51,7,250,64,22,128,18,0.35,2.71,654
12.92,80.2517,2021,7.55,1183,0,287,178,43,100,380,108,27,94,32,0.48,8.24,709.8
12.9789,80.2658,2021,7.37,1660,0,146,511,39,20,260,68,22,276,19,0.17,0.48,996
12.9786,80.2656,2021,6.8,2750,0,183,795,54,34,350,68,44,459,26,0.36,0.44,1650
12.9866,80.2499,2021,7.68,760,0,165,107,133,5,230,28,39,70,11,0.73,1.16,456
13.1054,80.2844,2021,7.53,976,0,299,156,42,30,300,96,15,84,22,0.15,2.84,585.6
12.9569,80.2606,2021,7.4,1594,0,299,341,66,42,420,88,49,186,18,0.41,6.79,956.4
11.5819,79.5533,2021,7.76,887,0,98,146,122,6,215,64,13,80,8,0.52,0,532.2
11.6067,79.635,2021,7.9,417,0,67,62,43,17,116,33,8,28,5,0.4,0,250.2
11.3833,79.6917,2021,8.1,9520,0,732,2404,438,7,980,28,221,1510,31,0.8,3.47,5712
11.3617,79.5083,2021,8.25,1111,0,268,149,72,0,320,76,32,69,16,0.15,0.14,666.6
11.6175,79.5539,2021,7.68,198,0,43,23,9,19,52,14,4,18,1,0.31,0,118.8
11.5222,79.5256,2021,7.99,1203,0,244,156,127,7,260,60,27,119,43,0.75,0.4,721.8
11.2872,79.5517,2021,8.2,763,0,183,132,33,23,275,62,29,44,6,0.16,0.15,457.8
11.4458,79.7639,2021,8.04,1706,0,342,312,129,1,420,84,51,171,53,0,0.48,1023.6
11.6011,79.7189,2021,7.44,1753,0,439,220,160,70,380,80,44,183,81,0.55,3.03,1051.8
11.6083,79.3167,2021,7.8,1631,0,537,206,109,3,480,56,80,193,7,2.18,3.24,978.6
11.5269,79.6517,2021,7.85,2620,0,378,299,430,19,500,108,56,291,17,0.98,1.45,1572
11.3108,79.6303,2021,8.29,1783,60,415,220,112,101,380,88,39,168,155,0.75,1.04,1069.8
11.6392,79.7472,2021,6.96,329,0,112,38,10,0,60,16,5,41,0,0.13,0.29,197.4
11.4133,79.5206,2021,8.1,3430,0,476,683,272,1,700,84,119,428,2,0.68,0,2058
11.4161,79.5722,2021,8.16,2660,0,464,313,492,0,760,104,122,248,4,0.36,0.13,1596
11.5085,79.7568,2021,7.94,1180,0,439,163,25,6,290,80,22,115,26,0.19,0.69,708
11.4894,79.7156,2021,8,604,0,159,53,107,0,220,66,13,47,2,0.55,0,362.4
11.5203,79.7197,2021,7.81,2350,0,366,398,240,8,580,108,75,221,10,0.68,1.31,1410
11.5186,79.3697,2021,7.74,652,0,134,96,72,5,205,58,15,36,18,0.39,0,391.2
11.5294,79.5311,2021,7.84,1043,0,122,128,168,51,255,74,17,98,37,0.66,0.07,625.8
11.6269,79.7194,2021,6.98,866,0,73,199,43,2,105,20,13,122,3,0.55,0.31,519.6
11.5692,79.6789,2021,7.82,812,0,274,100,45,5,180,42,18,98,7,0.61,1.8,487.2
11.5687,79.6769,2021,7.96,2980,0,573,569,144,11,450,64,70,420,8,0.87,8.8,1788
11.5892,79.5275,2021,7.8,157,0,43,20,12,6,46,10,5,15,1,0.75,0.13,94.2
11.6164,79.7414,2021,6.87,258,0,76,16,12,17,54,14,4,12,22,0.52,1.45,154.8
11.3207,79.5969,2021,8.1,1795,0,647,256,99,0,460,72,68,208,34,0.17,0.53,1077
11.5167,79.3375,2021,7.66,1002,0,220,135,148,21,300,74,28,102,4,0.84,0,601.2
12.2017,78.3544,2021,7,6950,0,268,1758,428,99,2490,572,258,255,0,0.36,24.1,4170
12.1128,78.4942,2021,7.3,2360,0,317,362,210,52,760,124,109,144,1,0.91,4.4,1416
12.0489,78.4767,2021,7.8,2370,0,439,362,206,38,780,64,151,112,1,1.7,5.17,1422
12.1942,78.295,2021,7.5,1208,0,268,128,102,98,540,100,70,23,1,0.6,2,724.8
12.1331,78.3197,2021,7.5,352,0,183,28,24,2,190,24,32,18,1,0.14,0.65,211.2
12.1361,77.9686,2021,7.6,1672,0,293,234,142,42,560,68,95,124,0,0.55,8.19,1003.2
11.9661,78.4139,2021,7.3,2990,0,476,532,306,65,830,104,139,249,15,0.42,7.3,1794
12.1431,78.2844,2021,7,1310,0,207,184,112,62,410,80,51,67,1,0.47,1.28,786
11.9111,78.3664,2021,7.1,2370,0,500,305,188,77,710,176,66,139,3,1.4,5.38,1422
12.1322,77.9006,2021,7.7,2330,0,439,298,128,60,780,172,85,121,2,0.24,4.25,1398
12.1081,78.4128,2021,7.4,350,0,159,35,24,4,180,28,27,18,1,0.14,0.57,210
11.9403,78.0594,2021,7.8,3520,0,427,638,312,74,1300,180,207,170,1,1.41,9.6,2112
10.5983,77.9756,2021,7.52,4050,0,323,1156,106,44,1240,144,214,368,9,0.49,4.18,2430
10.4072,78.0025,2021,7.98,1483,0,403,223,77,1,230,42,30,230,4,0.84,4.23,889.8
10.2377,77.7708,2021,7.7,1870,0,470,252,86,140,660,140,75,129,5,1.11,3.49,1122
10.3667,77.9708,2021,7.9,1876,0,531,206,144,73,410,80,51,242,4,1.1,0.14,1125.6
10.1669,77.6944,2021,7.8,600,0,256,28,34,10,245,44,33,20,6,0.66,0.13,360
10.3583,77.975,2021,7.64,2950,0,561,425,269,220,1020,140,163,230,1,0.57,3.17,1770
10.3377,78.9261,2021,7.71,1850,0,543,227,96,80,555,60,98,173,5,1.45,4.97,1110
9.8844,78.1889,2021,7.35,715,0,244,64,58,3,135,40,9,97,5,0.91,0.73,429
10.613,78.0505,2021,7.41,848,0,299,64,67,28,225,70,12,85,9,0.26,5.81,508.8
10.2814,78.0708,2021,7.4,1690,0,580,191,77,14,425,60,67,184,5,1.29,12.86,1014
11.2513,78.0369,2021,7.82,877,0,244,106,67,2,255,64,23,76,12,0.11,4.11,526.2
12.8898,80.143,2021,7.4,975,0,244,192,8,2,350,76,39,59,2,0.49,0.39,585
12.9827,80.1286,2021,6.9,1545,0,439,206,5,157,400,100,36,145,48,1.4,2.24,927
10.4633,77.79,2021,7,2010,0,336,347,70,30,450,92,53,160,5,0.29,19.46,1206
12.6744,79.9769,2021,7.9,742,0,104,191,3,32,190,56,12,89,8,0.94,0.45,445.2
12.2669,79.9844,2021,7,1354,0,159,305,50,45,460,120,39,72,0,0.41,2.3,812.4
13.0153,80.1366,2021,7,1696,0,451,277,70,1,450,112,41,163,11,1.13,5.89,1017.6
12.9431,80.1476,2021,7.2,1182,0,384,178,35,9,400,76,51,89,3,0.55,0.31,709.2
12.8083,80.0297,2021,7.7,823,0,238,113,6,38,310,56,41,37,3,0.59,0.22,493.8
12.998,80.0936,2021,7.2,1331,0,311,241,44,27,350,112,17,127,3,1.21,1.05,798.6
12.5028,79.8761,2021,7.38,1287,0,390,156,5,38,390,136,12,78,5,0.36,1.72,772.2
13.0342,80.1085,2021,7.1,1813,0,372,298,66,85,460,128,34,184,14,0.8,1.63,1087.8
12.9855,80.1784,2021,7.47,1034,0,275,156,64,27,340,80,34,87,1,0.63,1.72,620.4
12.8125,80.2433,2021,6.96,2180,0,116,540,186,6,380,60,56,304,15,0.32,0.24,1308
12.9576,80.1261,2021,7.12,1687,0,433,348,7,1,350,68,44,226,3,0.42,0.61,1012.2
13.0106,80.196,2021,7.3,912,0,262,146,35,16,230,64,17,93,15,0.93,0.39,547.2
12.8833,80.1106,2021,7.1,1216,0,305,160,90,35,370,72,46,82,0,0.63,0.51,729.6
12.8898,80.022,2021,7.33,1890,0,397,391,48,49,690,132,88,126,4,0.48,0.99,1134
12.9725,80.1543,2021,7.56,1165,0,293,213,47,16,420,108,36,72,1,0.82,1.38,699
12.9263,80.1979,2021,7.25,1750,0,372,369,49,22,580,176,34,133,3,0.25,1.78,1050
12.8506,79.9119,2021,7.3,579,0,110,82,30,10,70,12,10,72,0,0.5,0.07,347.4
12.8556,80.1693,2021,7.5,1056,0,250,163,31,62,350,60,49,86,3,0.54,0.2,633.6
13.0338,80.1569,2021,7.1,1356,0,421,213,21,2,370,88,36,123,2,1.21,1.09,813.6
12.9037,80.233,2021,7.51,3110,0,183,696,328,112,340,68,41,467,102,1.12,1.17,1866
13.0071,80.1976,2021,7,1910,0,488,320,78,59,540,144,44,184,1,1.32,3.16,1146
12.931,80.1166,2021,7.26,968,0,262,149,25,58,310,72,32,83,4,0.54,0.01,580.8
12.72,80.1852,2021,7.59,1457,0,348,220,144,5,360,56,54,158,7,0.84,2.11,874.2
12.9628,80.1132,2021,7.15,897,0,262,156,9,13,270,68,24,65,31,0.12,0.31,538.2
12.8267,79.8211,2021,7,2610,0,390,440,98,110,780,240,44,65,89,1.7,18,1566
12.6117,79.7344,2021,7.12,8020,0,732,2382,9,68,2780,576,326,457,0,1.04,0.06,4812
8.325,77.2583,2021,7.6,180,0,24,14,16,25,60,12,7,8,3,0.2,0,108
8.0833,77.55,2021,7.7,1303,0,232,138,112,75,300,96,15,130,25,0.37,4.6,781.8
8.3097,77.2142,2021,7.1,409,0,24,50,23,54,100,20,12,19,6,0.15,0,245.4
8.1667,77.45,2021,7.7,1662,0,342,220,85,72,400,116,27,172,24,0.57,7.37,997.2
9.1667,77.5625,2021,7.7,1150,0,433,92,52,68,230,44,29,145,10,1.36,3.05,690
8.0947,77.5444,2021,7,1640,0,171,347,152,104,320,52,46,227,5,0.6,0,984
8.245,77.2378,2021,7.4,1162,0,37,252,98,15,275,52,35,82,3,0.55,0,697.2
8.1283,77.3683,2021,7.3,864,0,73,195,89,9,210,32,32,88,3,0.53,0.14,518.4
8.2411,77.3192,2021,7.5,1286,0,153,213,84,62,230,40,32,117,47,0.59,0.63,771.6
8.3364,77.2717,2021,7.5,590,0,159,71,55,6,220,56,19,23,4,0.63,0,354
12.7522,77.9756,2021,8.01,1882,0,342,292,248,113,440,76,61,256,17,0.84,38.06,1129.2
12.4089,78.1658,2021,7.86,1024,0,439,78,83,1,150,16,27,198,4,2.86,1.74,614.4
12.5208,77.7917,2021,7.29,2520,0,415,398,375,60,640,148,66,316,6,1.07,8.26,1512
12.6138,78.0176,2021,7.71,615,0,244,75,36,1,180,36,22,66,5,0.77,2,369
12.5974,78.1331,2021,8.03,1536,0,451,213,211,12,510,52,92,137,15,2.12,135.22,921.6
12.4106,78.2075,2021,7.82,1272,0,427,192,48,9,300,64,34,152,3,0.99,1.89,763.2
12.3823,78.8982,2021,8.08,1279,0,622,107,122,0,200,24,34,239,10,1.26,1.5,767.4
12.4131,78.1708,2021,7.31,570,0,183,68,22,18,110,36,5,47,50,0.35,1.42,342
12.6156,77.7844,2021,7.51,1437,0,366,92,339,35,580,188,27,80,12,1.28,123.84,862.2
12.5344,78.3752,2021,7.71,597,0,293,36,36,0,140,30,16,69,9,0.85,7.4,358.2
12.2725,78.3083,2021,7.85,1072,0,342,164,54,8,180,28,27,184,2,2.36,2.71,643.2
12.4721,78.2154,2021,7.44,1748,0,329,370,108,37,360,84,36,229,1,1.5,7.7,1048.8
12.3917,78.2469,2021,7.88,3360,0,647,754,166,69,650,132,78,416,88,1.24,6.66,2016
12.5133,78.0361,2021,7.46,2480,0,708,341,134,219,560,148,46,266,114,0.26,4.71,1488
12.5828,77.6567,2021,7.55,518,0,201,68,16,0,120,40,5,77,2,2.76,6.72,310.8
12.6103,77.9395,2021,7.69,620,0,250,50,32,25,225,56,21,38,4,0.54,5.68,372
12.437,77.8505,2021,7.83,593,0,311,28,30,1,170,30,23,68,3,0.56,1.76,355.8
12.2642,78.5508,2021,7.67,1248,0,464,128,67,112,500,92,66,71,5,1,1.71,748.8
12.3475,78.555,2021,7.54,1924,0,329,299,241,91,590,124,68,165,6,1.1,5.08,1154.4
12.6998,78.1925,2021,7.51,1261,0,244,164,261,1,330,80,32,148,5,1.53,6.82,756.6
11.5247,78.0706,2021,7.8,999,0,354,121,127,23,410,52,68,67,0,0.83,0.8,599.4
11.5981,78.6025,2021,7.6,1347,0,311,174,88,53,450,40,85,61,2,0.45,4.57,808.2
11.6697,78.2389,2021,7.3,3330,0,439,489,266,86,940,64,190,175,2,0.66,7.57,1998
11.6481,77.825,2021,7.4,542,0,37,121,28,14,180,28,27,35,4,0.38,3.6,325.2
11.6094,76.1453,2021,7.9,2380,0,397,397,224,46,640,84,105,225,3,0.89,5.92,1428
11.4603,78.5908,2021,7.8,1637,0,488,206,132,80,570,32,119,115,0,1.13,2.61,982.2
11.5853,77.8414,2021,7.7,1638,0,610,128,151,10,490,40,95,195,2,1.74,3.44,982.8
11.5822,77.8611,2021,7.7,6000,0,756,1064,474,14,730,44,151,884,1,1.88,31,3600
11.5417,78.4917,2021,7.8,1672,0,329,255,133,57,600,56,112,90,5,0.62,2,1003.2
11.5436,78.1422,2021,7.9,2590,0,586,255,105,77,610,72,105,164,12,0.71,2.25,1554
11.5022,78.0564,2021,7.8,4170,0,622,709,228,64,1105,130,190,318,43,0.21,4.87,2502
11.8089,77.7889,2021,7.5,721,0,342,71,28,39,390,48,66,10,1,1.01,0,432.6
11.8075,77.8131,2021,7.5,479,0,305,43,63,6,260,40,39,59,1,1.41,2.13,287.4
11.6219,78.1061,2021,7.6,4270,0,854,709,233,22,640,48,126,663,3,1.11,6.39,2562
11.7422,78.0472,2021,7.9,3170,0,525,333,104,78,410,48,70,316,10,0.41,1.59,1902
12.5344,79.7558,2021,7.9,1528,0,464,142,90,52,140,28,17,150,153,0.42,0.8,916.8
11.6456,78.5144,2021,7.7,1947,0,336,376,92,47,680,76,119,76,5,0.24,5.75,1168.2
11.5628,78.1656,2021,7.8,3000,0,573,333,241,64,760,56,151,224,4,0.67,0,1800
11.6611,78.1664,2021,7.4,4000,0,854,780,164,19,910,64,182,436,9,1.41,4.73,2400
11.7472,77.9306,2021,7.6,457,0,134,50,32,3,130,20,19,34,0,0.14,1.23,274.2
11.6511,78.1097,2021,7.5,3030,0,769,397,160,75,630,48,124,317,18,1.27,0.81,1818
11.4358,78.5042,2021,7.8,1420,0,451,184,93,50,480,64,78,101,4,1.33,3.63,852
11.5858,78.7536,2021,7.7,844,0,305,110,32,2,280,24,53,53,4,0.5,1.26,506.4
11.5903,78.5558,2021,7.1,3290,0,256,709,189,84,930,160,129,188,4,0.53,7.12,1974
11.6069,78.0933,2021,7.6,5230,0,616,1014,412,48,840,48,175,616,4,1.24,3.99,3138
11.4753,78.7361,2021,7.5,449,0,159,50,22,6,180,24,29,22,0,0.32,1.38,269.4
10.0958,77.6881,2021,7.61,1009,0,342,103,72,2,270,42,40,106,5,0.81,0.95,605.4
9.9944,77.6236,2021,8.2,1306,0,561,121,24,4,300,40,49,161,1,1.68,3.29,783.6
9.8472,77.3825,2021,7.18,2600,0,275,496,168,248,810,172,92,225,3,0.47,8.95,1560
9.7283,77.2783,2021,7.8,130,0,43,14,14,2,35,8,4,14,2,0.17,0.13,78
9.9586,77.3911,2021,7.6,2600,0,427,532,96,130,730,84,126,258,5,1.58,3.06,1560
9.92,77.515,2021,7.6,2360,0,427,362,144,200,660,70,118,230,16,1.3,3.61,1416
9.7,77.3,2021,7.7,770,0,281,35,67,37,205,22,36,83,0,1.15,2.32,462
9.8072,77.5031,2021,7.8,550,0,220,25,29,31,160,48,10,51,4,0.49,2.33,330
9.7367,77.3169,2021,7.8,1450,0,458,142,54,130,405,80,50,150,2,1.09,3,870
9.9917,77.4306,2021,8,1413,0,537,124,38,74,305,58,39,184,4,1.18,4.51,847.8
9.9719,77.4919,2021,7.7,196,0,67,18,19,2,55,16,4,18,0,0.37,0.13,117.6
9.0942,77.2981,2021,7.61,1127,0,397,113,38,51,345,58,49,99,3,0.34,1.53,676.2
9.8958,77.4069,2021,7.6,1152,0,275,142,96,62,400,106,33,76,6,0.59,2.37,691.2
9.9717,77.5564,2021,7.72,2050,0,397,326,149,99,550,200,12,212,5,1.17,1.28,1230
9.9625,77.5694,2021,7.4,4120,0,201,1205,149,81,1750,308,238,150,5,0.7,13.65,2472
10.1317,77.5506,2021,7.53,2280,0,531,425,53,62,480,68,75,304,5,1.07,0.45,1368
9.9069,77.3297,2021,7.64,2210,0,427,362,192,63,540,30,113,260,6,0.98,13.89,1326
9.8753,77.3911,2021,7.7,1225,0,397,110,48,130,360,80,39,126,1,0.7,2.72,735
10.1197,77.6269,2021,7.3,5620,0,366,1333,326,360,2300,432,297,235,5,0.75,29.8,3372
9.0064,77.6547,2021,7.4,4350,0,336,993,336,192,1610,260,233,258,5,1.51,12.12,2610
9.9164,77.2997,2021,7.65,1140,0,336,106,62,112,380,60,56,87,2,0.69,0.5,684
9.8972,77.3042,2021,7.8,745,0,305,39,34,50,250,82,11,58,4,0.49,0.64,447
9.8394,77.3447,2021,7.35,1436,0,262,277,48,99,480,116,46,115,1,0.32,2.82,861.6
10.0989,77.5717,2021,7.85,970,0,384,53,43,64,335,64,43,69,6,1.07,3.91,582
9.9606,77.4467,2021,7.91,800,0,317,50,34,50,300,90,18,46,4,0.61,0.43,480
12.6844,79.6292,2021,7.46,1323,0,171,199,256,56,370,80,41,143,3,1.07,1.92,793.8
12.0989,79.1694,2021,7.46,5390,0,268,1375,240,15,1240,208,175,522,15,1.89,0.14,3234
12.3589,79.2406,2021,7.2,1878,0,476,252,90,60,460,136,29,177,10,0.61,2.89,1126.8
12.2917,78.7917,2021,7.9,1534,0,488,184,6,28,390,36,73,107,7,0.88,4.18,920.4
12.4617,79.3508,2021,7.1,1796,0,451,255,35,31,500,92,66,98,6,0.85,2,1077.6
12.6658,79.5436,2021,7.5,1260,0,220,216,36,51,260,52,32,115,11,0.64,1.61,756
12.7667,79.4125,2021,7.6,2560,0,256,468,36,36,750,216,51,76,6,0.19,4.3,1536
12.455,79.0978,2021,7.3,2780,0,305,461,49,25,830,128,124,106,7,0.48,7.83,1668
12.8111,79.3972,2021,7.8,1351,0,189,255,115,15,460,72,68,86,6,0.54,5.19,810.6
12.5947,79.6275,2021,7.4,1416,0,293,199,35,92,310,72,32,119,6,0.36,0.96,849.6
12.5022,79.2253,2021,7.9,839,0,311,57,4,42,260,36,41,48,6,1.02,1.11,503.4
12.4439,79.0564,2021,7.9,1122,0,342,113,18,11,380,52,61,38,6,1.02,0.88,673.2
12.6583,79.115,2021,7.5,740,0,250,50,8,26,230,44,29,23,7,0.58,0.64,444
12.825,79.3917,2021,7.2,3490,0,366,752,119,170,930,296,46,337,3,0.48,10.51,2094
12.2097,79.8878,2021,7.3,1959,0,342,355,40,87,600,104,83,98,7,0.59,3.05,1175.4
12.4858,78.9881,2021,7.9,760,0,189,71,119,15,300,60,36,33,4,0.38,1.41,456
12.2381,79.0725,2021,7,1380,0,311,195,32,10,300,80,24,95,26,0.47,0.61,828
12.8192,79.3083,2021,7.36,2540,0,342,518,202,84,580,120,68,308,4,0.52,7.28,1524
12.5031,79.6661,2021,7.2,1972,0,195,454,20,34,650,160,61,61,7,0.37,3.31,1183.2
12.5064,79.6022,2021,8.2,2050,0,403,390,119,56,570,112,70,170,32,0.64,2.9,1230
12.5094,79.1467,2021,8,5400,0,744,872,261,16,910,56,187,393,142,0.51,7.16,3240
8.9,77.475,2021,7.71,1279,0,378,184,43,42,410,80,51,85,16,0.27,1.35,767.4
8.915,77.475,2021,7.7,873,0,293,128,40,11,330,60,44,72,6,0.46,0.44,523.8
8.8278,77.575,2021,7.3,1920,0,366,397,133,81,670,88,109,176,4,0.87,2.99,1152
8.8333,77.4083,2021,7.7,1344,0,262,170,138,47,440,136,24,53,24,0.66,0.56,806.4
8.9167,77.3833,2021,7.6,1355,0,250,234,116,48,560,88,83,33,4,0.8,1.51,813
8.5833,77.7153,2021,7.6,419,0,134,43,9,10,160,56,5,14,4,0.43,BDL,251.4
9.2417,77.8014,2021,7.59,1060,0,207,142,82,35,405,80,50,31,50,0.2,0.78,636
8.3167,77.5792,2021,7.84,860,0,317,78,28,12,230,52,24,74,13,0.92,0.45,516
8.4917,77.7042,2021,7.8,1698,0,403,298,115,5,280,36,46,251,2,1.05,0.23,1018.8
8.6911,77.7383,2021,7.7,1362,0,256,227,133,10,300,36,51,175,7,0.7,0.43,817.2
8.5783,77.5603,2021,7.75,2830,0,586,447,133,103,710,148,83,295,24,0.66,6.23,1698
9.1817,77.4389,2021,7.6,1447,0,232,213,187,15,400,92,41,135,13,1.46,1.82,868.2
8.2667,77.6847,2021,7.61,460,0,177,43,4,27,190,32,27,8,12,0.5,0,276
8.8517,77.7694,2021,7.3,1510,0,268,255,129,55,510,108,58,78,15,0.68,0.91,906
8.4847,77.7964,2021,7.3,1403,0,220,248,146,55,490,132,39,73,17,1.19,2.54,841.8
9.2083,77.5583,2021,7.34,1218,0,305,149,87,35,380,84,41,86,7,0.66,0,730.8
9.2083,77.5583,2021,7.4,1608,0,311,255,135,68,540,100,70,90,3,0.72,2.04,964.8
8.9722,77.2528,2021,7.49,554,0,183,74,20,29,140,36,12,58,12,0.51,0,332.4
9.34,77.4383,2021,7.9,1478,0,598,156,145,31,610,84,97,109,17,1.51,2.14,886.8
8.6667,77.6806,2021,7.6,1152,0,586,43,139,9,320,60,41,153,6,1.4,3.9,691.2
8.9631,77.3114,2021,7.7,1069,0,232,128,113,107,420,80,53,59,20,0.82,0.36,641.4
8.7056,77.7222,2021,7.7,1068,0,317,138,47,22,360,64,49,55,12,1.47,1.45,640.8
8.2867,77.8939,2021,7.67,978,0,281,99,18,27,230,52,24,51,70,0.41,BDL,586.8
9.2417,77.4083,2021,8.03,908,0,372,50,42,18,270,64,27,59,8,1.54,1.17,544.8
9.2417,77.4083,2021,7.6,1509,0,439,163,54,13,390,60,58,132,26,1.27,2.74,905.4
13.1885,79.5831,2021,7.55,2310,0,519,426,85,102,550,120,61,223,114,0.82,28.46,1386
13.2063,80.1149,2021,7.12,1213,0,390,153,61,0,210,24,36,167,2,0.82,6.68,727.8
13.1066,80.1556,2021,7.09,2060,0,549,256,107,70,510,148,34,215,8,0.9,6.5,1236
13.1531,79.3828,2021,7.28,1470,0,354,227,32,119,570,124,63,73,3,0.74,4.39,882
13.3158,80.1469,2021,7.27,1980,0,354,433,65,7,395,64,57,254,9,0.84,31.75,1188
13.4649,80.1121,2021,7.31,939,0,159,199,42,12,320,72,34,69,9,0.25,0.03,563.4
13.2867,80,2021,7.12,890,0,220,167,33,0,230,46,28,91,1,1.09,10.93,534
13.2792,79.8507,2021,7.38,262,0,61,64,6,4,140,16,24,7,1,0.72,0.02,157.2
13.3792,80.2924,2021,7.4,5760,0,506,1448,383,5,720,104,112,896,145,0.91,1.71,3456
13.1793,80.0643,2021,6.87,1264,0,311,188,96,2,280,64,29,154,1,0.54,1.83,758.4
13.1353,80.176,2021,7.35,2620,0,586,362,263,2,740,160,83,227,2,1.42,10.89,1572
13.0009,79.8662,2021,7.24,1023,0,305,156,21,21,450,96,51,32,4,0.82,8.58,613.8
13.3345,79.4399,2021,7.47,2420,0,689,362,74,37,640,124,80,199,85,0.79,39,1452
13.1726,79.6129,2021,7.25,2230,0,366,511,44,37,610,128,71,217,2,0.87,19.94,1338
13.0293,80.0798,2021,6.98,1553,0,360,234,98,72,390,120,22,184,12,0.88,4.93,931.8
13.22,79.7304,2021,7.62,1022,0,336,149,34,4,270,60,29,104,1,0.95,79.4,613.2
13.2046,80.1753,2021,6.92,877,0,250,135,30,19,250,48,32,81,2,1.02,3.47,526.2
13.45,80.01,2021,7.86,647,0,79,99,127,30,200,32,29,57,7,0.57,0.03,388.2
13.2921,80.0555,2021,7.16,698,0,201,110,34,1,175,50,12,80,1,0.75,3.33,418.8
13.3084,80.0461,2021,7.2,843,0,268,107,31,33,160,36,17,120,5,0.86,12.94,505.8
13.2783,79.7705,2021,7.04,1186,0,378,149,34,47,320,30,60,120,5,1.02,10.93,711.6
13.0485,80.1021,2021,7,1640,0,354,327,77,7,450,112,41,171,9,0.84,0.74,984
13.2653,79.6403,2021,7.66,1378,0,403,192,51,17,380,104,29,126,9,1.18,5.23,826.8
13.4166,80.3137,2021,7.29,1496,0,378,270,46,3,340,76,36,175,1,0.66,7.78,897.6
13.157,80.2047,2021,7.1,645,0,98,128,42,9,160,34,18,72,1,1.34,0.08,387
13.1886,80.1883,2021,7.2,534,0,146,103,18,3,160,36,17,44,15,0.69,0.03,320.4
13.3258,80.2977,2021,7.39,831,0,214,163,16,2,300,64,34,58,1,0.58,2.79,498.6
13.125,80.0323,2021,6.95,2740,0,354,604,189,71,870,244,63,208,13,1.08,12.49,1644
13.4025,80.2488,2021,7.6,2390,0,384,504,137,2,560,128,58,286,2,0.93,11.2,1434
13.1813,79.6118,2021,7.6,1388,0,348,249,29,44,450,60,73,113,3,1.11,4.79,832.8
13.1751,79.6131,2021,7.7,1383,0,390,206,25,49,360,68,46,145,1,0.97,10.55,829.8
13.3313,80.2848,2021,7.44,1658,0,299,341,41,50,400,76,51,156,72,0.43,0.81,994.8
