State,District,Latitude,Longitude,Year,pH,EC,CO3,HCO3,Cl,SO4,NO3,TH,Ca,Mg,Na,K,F,TDS
Tamilnadu,Dindigul,10.5333,77.5208,2019,7.94,933,0,232,75,29,157,425,82,54,49,6.3,1.08,559.8
Tamilnadu,Dindigul,10.59,77.5269,2019,7.9,1687,0,232,270,89,220,570,116,68,140,30,1.28,1012.2
Tamilnadu,Dindigul,10.4658,77.8056,2019,7.92,1285,0,244,234,54,92,530,72,85,71,5.4,0.6,771
Tamilnadu,Dindigul,10.4167,77.8611,2019,8.01,948,0,195,135,23,106,440,62,69,45,8.4,0.62,568.8
Tamilnadu,Dindigul,10.4167,77.8611,2019,8.47,1447,84,488,121,44,19,260,30,45,195,15,4.2,868.2
Tamilnadu,Dindigul,10.3667,77.9708,2019,7.95,3160,0,378,697,180,54,820,152,107,315,52,0.88,1896
Tamilnadu,Dindigul,10.2583,77.925,2019,8.65,744,60,85,121,49,16,220,20,41,84,5.3,0.34,446.4
Tamilnadu,Dindigul,10.3278,77.9333,2019,8.31,1394,84,305,178,57,66,490,56,85,171,7.7,1.21,836.4
Tamilnadu,Dindigul,10.2725,77.8356,2019,8.2,1289,0,366,342,84,23,450,72,66,140,19,0.27,773.4
Tamilnadu,Dindigul,10.2378,77.7708,2019,8.1,1340,0,476,128,168,27,430,60,68,183,1.3,1.48,804
Tamilnadu,Dindigul,10.2681,77.5417,2019,8.6,338,24,12,64,2.6,36,110,24,12,29,3.1,0.08,202.8
Tamilnadu,Theni,10.0278,77.475,2019,8.75,784,18,12,132,55,64,110,30,8.5,82,78,0.56,470.4
Tamilnadu,Theni,9.9917,77.4361,2019,8.73,1691,120,208,178,70,104,310,24,61,185,58,1.48,1014.6
Tamilnadu,Theni,9.8083,77.3333,2019,7.73,222,0,92,14,5,0.1,100,32,5,6,2.6,0.51,133.2
Tamilnadu,Theni,9.7417,77.2847,2019,7.62,1040,0,384,82,20,25,250,32,41,114,32,1.19,624
Tamilnadu,Theni,9.7092,77.3006,2019,6.5,3840,0,195,768,121,595,1550,284,204,267,1.5,0.89,2304
Tamilnadu,Theni,9.9625,77.45,2019,8.01,1046,0,525,64,6,15,385,88,40,77,42,0.94,627.6
Tamilnadu,Theni,10.0989,77.5717,2019,9.42,651,66,31,85,50,4.9,115,12,21,85,0.95,0.81,390.6
Tamilnadu,Theni,9.7358,77.5203,2019,8.27,1120,0,354,114,101,5.4,460,52,80,77,5.4,1.19,672
Tamilnadu,Theni,9.9036,77.6233,2019,8.37,790,42,256,50,12,40,305,28,57,64,1.5,1.55,474
Tamilnadu,Theni,9.9958,77.6292,2019,9.07,1000,72,128,103,76,111,275,12,60,94,17,0.9,600
Tamilnadu,Madurai,9.9414,77.9681,2019,7.94,2170,0,256,448,76,66,430,96,46,285,3.3,0.55,1302
Tamilnadu,Madurai,9.9408,78.0006,2019,7.79,1040,0,342,85,120,23,430,68,63,85,4.5,0.9,624
Tamilnadu,Madurai,10.0814,77.9669,2019,7.84,2050,0,488,285,83,142,520,64,88,210,97,1.24,1230
Tamilnadu,Madurai,10.0792,78.175,2019,7.77,940,0,342,114,42,42,510,84,73,32,6.9,0.69,564
Tamilnadu,Madurai,9.9189,78.1119,2019,7.86,1570,0,305,285,62,35,490,52,88,164,11,0.33,942
Tamilnadu,Madurai,9.9272,78.1036,2019,8.46,1500,48,214,213,57,134,440,20,95,169,5.4,0.39,900
Tamilnadu,Madurai,9.8083,78.0994,2019,8.49,650,72,98,85,10,32,210,40,27,66,1.3,0.93,390
Tamilnadu,Madurai,9.7969,78.0933,2019,8.08,1759,0,122,469,8,87,740,152,88,110,3,0.92,1055.4
Tamilnadu,Madurai,9.7069,77.8856,2019,7.9,1770,0,500,263,246,2,435,38,83,199,14,1.58,1062
Tamilnadu,Madurai,9.7333,77.7922,2019,8.08,480,0,238,18,28,0.11,255,24,47,17,2,0.21,288
Tamilnadu,Madurai,9.75,77.675,2019,8.76,2290,132,256,277,270,95,590,40,119,314,5,1.57,1374
Tamilnadu,Madurai,10.0333,78.2,2019,7.82,921,0,244,132,69,35,265,84,13,64,4,1.14,552.6
Tamilnadu,Madurai,9.95,78.2072,2019,7.91,1508,0,421,245,38,56,410,50,69,160,11,1.53,904.8
Tamilnadu,Madurai,9.9333,78.1689,2019,7.74,1396,0,275,263,23,101,465,70,71,95,17,1.05,837.6
Tamilnadu,Madurai,9.9,78.1528,2019,7.85,4160,0,451,946,174,188,610,68,107,624,9.3,0.41,2496
Tamilnadu,Madurai,9.9833,78.1389,2019,7.65,1630,0,634,248,48,40,470,56,80,209,4.6,0.59,978
Tamilnadu,Theni,10.0833,77.5714,2019,7.5,3100,0,207,797,82,137,1270,200,187,72,8.9,0.47,1860
Tamilnadu,Virudhunagar,9.5111,78.1972,2019,7.5,1395,0,244,188,29,253,480,98,57,120,6.7,0.86,837
Tamilnadu,Virudhunagar,9.5583,77.9583,2019,7.68,3040,0,195,640,251,197,1390,296,158,130,24,0.66,1824
Tamilnadu,Virudhunagar,9.5108,77.755,2019,7.7,1325,0,195,167,300,28,470,38,91,127,2.8,1.42,795
Tamilnadu,Virudhunagar,9.45,77.7917,2019,7.6,2730,0,220,676,46,67,980,168,136,233,9,0.42,1638
Tamilnadu,Virudhunagar,9.4169,77.7506,2019,7.75,3330,0,317,533,523,109,730,128,100,413,34,2.4,1998
Tamilnadu,Virudhunagar,9.3639,77.6861,2019,7.81,4620,0,500,733,666,167,710,84,122,745,29,1.56,2772
Tamilnadu,Virudhunagar,9.4625,77.5417,2019,7.6,1855,0,354,348,143,39,520,80,78,242,3,0.9,1113
Tamilnadu,Tirunelveli,9.3403,77.4278,2019,8.03,211,0,92,14,4,2.2,95,26,7,7.8,1.1,0.22,126.6
Tamilnadu,Tirunelveli,9.1667,77.4,2019,7.75,1257,0,293,206,87,24,475,74,70,104,7.8,0.52,754.2
Tamilnadu,Tirunelveli,9.1833,77.4472,2019,7.78,2190,0,390,384,92,100,500,92,66,228,95,0.82,1314
Tamilnadu,Tirunelveli,9.2083,77.5583,2019,7.74,1094,0,256,156,81,22,485,112,50,64,2.6,0.5,656.4
Tamilnadu,Tirunelveli,9.1183,77.6125,2019,8.1,117,0,49,14,0.35,0.24,40,14,1,4.2,1,0.16,70.2
Tamilnadu,Tirunelveli,8.6611,77.625,2019,7.7,1498,0,268,238,42,148,650,158,62,84,7.3,0.52,898.8
Tamilnadu,Tirunelveli,8.8625,77.6528,2019,8.18,97,0,37,14,0.04,0,45,6,7,3.1,0.88,0.2,58.2
Tamilnadu,Tirunelveli,8.7322,77.7131,2019,7.29,769,0,360,60,29,12,255,46,34,61,4.7,0.54,461.4
Tamilnadu,Tirunelveli,8.7333,77.7333,2019,7.64,169,0,67,25,2.6,1.2,60,16,5,9,2,0.12,101.4
Tamilnadu,Tuticorin,8.8333,77.8958,2019,7.67,1137,0,488,68,46,40,280,76,22,92,127,0.34,682.2
Tamilnadu,Tuticorin,9.0278,78.0444,2019,7.91,2160,0,525,206,280,62,420,112,34,284,104,1.08,1296
Tamilnadu,Tuticorin,9.325,78.0819,2019,7.53,2930,0,207,427,111,472,1150,260,122,121,44,0.42,1758
Tamilnadu,Tuticorin,9.3136,78.1361,2019,8.05,240,0,98,21,1.4,0,115,32,8.5,7,1.9,0.18,144
Tamilnadu,Tuticorin,9.15,78.1667,2019,9.2,16710,200,634,3307,2980,17,180,32,24,3312,5,3.08,10026
Tamilnadu,Tuticorin,8.8083,78.1389,2019,8.12,425,0,128,57,10,14,155,42,12,27,1.5,0.56,255
Tamilnadu,Tuticorin,8.7344,77.9194,2019,7.95,1130,0,110,164,42,206,460,90,57,46,9.8,0.54,678
Tamilnadu,Tirunelveli,8.8625,77.5056,2019,7.75,120,0,43,18,3,1,50,10,6,5,0.52,0.18,72
Tamilnadu,Tirunelveli,9.0317,77.2717,2019,7.46,1009,0,262,117,40,92,415,112,33,66,3.5,0.44,605.4
Tamilnadu,Tirunelveli,8.7917,77.4333,2019,8.11,935,0,366,82,32,10,220,60,17,78,88,0.68,561
Tamilnadu,Tuticorin,8.625,77.9083,2019,7,539,0,238,57,14,0.12,185,44,18,62,0,0.74,323.4
Tamilnadu,Tuticorin,9.3333,78.9528,2019,7.81,289,0,122,36,5.8,0.44,105,30,7,24,4,0.34,173.4
Tamilnadu,Tuticorin,8.6083,77.85,2019,7.49,1952,0,146,462,58,147,840,224,68,92,14,0.34,1171.2
Tamilnadu,Tirunelveli,8.2867,77.8939,2019,7.57,940,0,232,171,41,30,235,58,22,61,65,0.2,564
Tamilnadu,Tirunelveli,8.2668,77.6847,2019,7.7,816,0,342,82,27,7.3,225,36,33,81,2.1,0.58,489.6
Tamilnadu,Kanyakumari,8.0833,77.55,2019,7.81,1394,0,244,292,34,32,235,58,22,170,4.6,0.96,836.4
Tamilnadu,Tirunelveli,8.1667,77.6167,2019,7.81,243,0,92,25,2.4,0.38,90,28,5,11,1.6,0.16,145.8
Tamilnadu,Kanyakumari,8.1917,77.2953,2019,7.9,165,0,18,43,4,4.3,50,8,7,13,2.9,0.1,99
Tamilnadu,Kanyakumari,8.3097,77.2142,2019,6.14,418,0,24,96,0,37,65,16,6,42,16,0.1,250.8
Tamilnadu,Kanyakumari,8.3333,77.2678,2019,6.25,307,0,73,46,4.9,13,75,24,4,20,5.7,0.16,184.2
Tamilnadu,Kanyakumari,8.2839,77.2719,2019,6.87,207,0,43,36,4.8,2.6,50,16,2,12,5.2,0.16,124.2
Tamilnadu,Kanyakumari,8.225,77.3583,2019,6.75,682,0,116,139,17,1.1,195,42,22,34,8.4,0.38,409.2
Tamilnadu,Kanyakumari,8.2583,77.4528,2019,7.15,1434,0,342,267,41,2.8,330,70,38,148,2.3,0.76,860.4
Tamilnadu,Kanyakumari,8.25,77.5167,2019,8.03,117,0,30,18,0,11,25,2,5,11,5.9,0.1,70.2
Tamilnadu,Tirunelveli,8.3556,77.6583,2019,7.29,1334,0,250,199,72,111,320,72,34,114,29,0.48,800.4
Tamilnadu,Tirunelveli,8.5125,77.5417,2019,7.5,906,0,165,146,96,13,325,82,29,36,3.6,0.34,543.6
Tamilnadu,Tirunelveli,8.5833,77.7153,2019,7.6,391,0,177,25,4.2,18,160,46,11,13,4.6,0.42,234.6
Tamilnadu,Tirunelveli,8.7347,77.5208,2019,7.91,73,0,18,11,1.2,6.7,30,6,4,1.4,0,0.04,43.8
Tamilnadu,Tirunelveli,8.5333,77.4653,2019,7.62,1200,0,439,149,39,27,375,92,35,106,6.8,0.5,720
Tamilnadu,Tirunelveli,8.7,77.4389,2019,7.81,494,0,159,46,30,24,150,46,8.5,39,0.66,0.62,296.4
Tamilnadu,Tuticorin,11.9,79.05,2019,7.8,869,0,171,107,58,102,330,64,41,27,27,0.46,521.4
Tamilnadu,Tuticorin,9.1444,77.7056,2019,7.87,4080,0,439,569,854,29,620,72,107,639,8,1.51,2448
Tamilnadu,Villupuram,12.2083,79.9583,2019,6.4,1225,0,201.366,226.88,64,80,350,72,41.3168,112.1,32.3,0.2,735
Tamilnadu,Villupuram,12.1344,79.76,2019,7,1790,0,396.63,333.23,61,29.8,640,188,41.3168,109.2,1.8,0.3,1074
Tamilnadu,Villupuram,12.0475,79.7628,2019,7.2,860,0,329.508,77.99,28,21.4,340,84,31.5952,40.9,2.1,0.1,516
Tamilnadu,Villupuram,11.9964,79.7792,2019,6.7,767,0,122.04,85.08,141.5,19.9,250,52,29.1648,59.4,1.2,0.4,460.2
Tamilnadu,Pondicherry,11.9167,79.7583,2019,6.9,1663,0,439.344,241.06,97.5,23.3,480,100,55.8992,155.2,1.8,0.2,997.8
Tamilnadu,Pondicherry,11.7992,79.7747,2019,6.7,382,0,109.836,49.63,21.5,11.4,140,28,17.0128,18.2,1.5,0.2,229.2
Tamilnadu,Cuddalore,11.6833,79.7739,2019,7.2,525,0,140.346,77.99,25,18.7,210,60,14.5824,30.5,1.6,0.2,315
Tamilnadu,Cuddalore,11.6392,79.7472,2019,7,773,0,213.57,120.53,19,19.8,270,68,24.304,53.6,1.1,0.3,463.8
Tamilnadu,Cuddalore,11.6269,79.7194,2019,6.2,864,0,109.836,191.43,43,18.9,180,44,17.0128,101.7,1.5,0.4,518.4
Tamilnadu,Cuddalore,11.5203,79.7197,2019,6.8,671,0,42.714,113.44,86.5,57.4,210,80,2.4304,45.2,2.3,0.5,402.6
Tamilnadu,Cuddalore,11.3833,79.6917,2019,7.1,4880,0,939.708,992.6,141.5,37.5,1150,136,196.8624,472.4,127.2,0.3,2928
Tamilnadu,Cuddalore,11.3108,79.6303,2019,7.1,1575,0,384.426,233.97,65,86.3,300,108,7.2912,156.6,93.1,0.6,945
Tamilnadu,Cuddalore,11.3058,79.5939,2019,7.2,2320,0,573.588,389.95,95,44.6,650,132,77.7728,226.8,2.5,0.6,1392
Tamilnadu,Cuddalore,11.2872,79.5517,2019,6.5,824,0,146.448,141.8,35,52.1,320,88,24.304,31,11.6,0.1,494.4
Tamilnadu,Cuddalore,11.4161,79.5722,2019,7.2,1460,0,384.426,205.61,101,18.7,430,100,4.8608,128.3,1,0.7,876
Tamilnadu,Cuddalore,11.4667,79.55,2019,7.2,1045,0,298.998,141.8,60,36.2,340,76,36.456,92.8,1.2,0.3,627
Tamilnadu,Cuddalore,11.4133,79.5206,2019,7.1,3340,0,561.384,751.54,113,19,860,92,153.1152,365.6,3.4,0.4,2004
Tamilnadu,Cuddalore,11.3619,79.4669,2019,7.2,1134,0,286.794,170.16,54,38.1,410,104,36.456,49.9,28.5,0.7,680.4
Tamilnadu,Cuddalore,11.405,79.3983,2019,6.4,355,0,73.224,63.81,17.5,18.2,150,32,17.0128,9.6,0.8,0.2,213
Tamilnadu,Cuddalore,11.4569,79.3739,2019,6.9,1298,0,366.12,148.89,110,20,430,108,38.8864,89.1,2.8,0.2,778.8
Tamilnadu,Cuddalore,11.5386,79.5189,2019,6.8,470,0,170.856,49.63,15,20.3,210,48,21.8736,19,1.2,0.4,282
Tamilnadu,Cuddalore,11.5294,79.5311,2019,6.5,604,0,97.632,113.44,72.5,22.4,230,40,31.5952,34.7,14.8,0.3,362.4
Tamilnadu,Cuddalore,11.4922,79.6028,2019,7.1,1954,0,396.63,262.33,247.5,21.6,580,96,82.6336,179.5,1.5,0.6,1172.4
Tamilnadu,Cuddalore,11.5228,79.6533,2019,5.7,372,0,79.326,49.63,21,43.1,160,36,17.0128,15.7,0.8,0.1,223.2
Tamilnadu,Cuddalore,11.5692,79.6789,2019,7.4,3450,0,591.894,765.72,79.5,23.8,720,88,121.52,440.8,2.8,0.4,2070
Tamilnadu,Cuddalore,11.5394,79.5914,2019,7.1,1052,0,244.08,170.16,67,41,400,84,46.1776,58.2,10.5,1,631.2
Tamilnadu,Cuddalore,11.5417,79.5778,2019,7.1,1056,0,286.794,134.71,59,58.6,330,96,21.8736,85.4,3,1,633.6
Tamilnadu,Cuddalore,11.5583,79.4833,2019,6.4,224,0,48.816,28.36,15,33.8,90,32,2.4304,5,0.4,0.1,134.4
Tamilnadu,Cuddalore,11.5867,79.5333,2019,6.2,325,0,61.02,63.81,23,22.8,120,32,9.7216,19.4,2.1,0.5,195
Tamilnadu,Cuddalore,11.5375,79.5417,2019,6.5,445,0,91.53,70.9,40.5,20.7,160,36,17.0128,26.4,1.5,0.2,267
Tamilnadu,Cuddalore,11.5819,79.5533,2019,6,1060,0,109.836,177.25,76,132.6,310,72,31.5952,90,7.5,0.2,636
Tamilnadu,Cuddalore,11.6175,79.5539,2019,6.1,233,0,61.02,28.36,14,27.3,110,20,14.5824,9.4,0.7,0.2,139.8
Tamilnadu,Cuddalore,11.7436,79.6403,2019,5.6,104,0,30.51,21.27,9,31,80,16,116.6592,3.6,0.6,0.1,62.4
Tamilnadu,Cuddalore,11.7625,79.5736,2019,5.7,150,0,36.612,21.27,11.5,32,100,24,9.7216,6.3,0.8,0.2,90
Tamilnadu,Cuddalore,11.6147,79.6614,2019,6.1,500,0,79.326,99.26,22,47,190,24,31.5952,39.5,1,0.2,300
Tamilnadu,Cuddalore,11.5839,79.6336,2019,6.8,430,0,122.04,56.72,19.5,29.3,190,36,24.304,22.5,1,0.9,258
Tamilnadu,Cuddalore,11.6067,79.635,2019,6.6,314,0,61.02,49.63,11,39.2,140,16,24.304,11.3,1.8,0.2,188.4
Tamilnadu,Cuddalore,11.5922,79.5922,2019,6.2,406,0,79.326,63.81,13.5,42,170,20,29.1648,16.9,0.9,0.2,243.6
Tamilnadu,Cuddalore,11.6956,79.61,2019,6,400,0,61.02,77.99,11,43.2,160,32,19.4432,16.2,17.2,0.1,240
Tamilnadu,Cuddalore,11.65,79.65,2019,5.7,180,0,24.408,35.45,12.5,29.5,60,16,4.8608,14,0.8,0.1,108
Tamilnadu,Cuddalore,11.5036,79.6325,2019,6.2,392,0,67.122,63.81,17,49.4,150,20,24.304,21.9,1,0.2,235.2
Tamilnadu,Villupuram,12.0944,79.8928,2019,6.1,562,0,42.714,113.44,10,102.6,190,48,17.0128,45,1.7,0.1,337.2
Tamilnadu,Kancheepuram,12.8083,80.0147,2019,6.7,996,0,225.774,134.71,47,86,420,76,55.8992,28.2,2.2,0.4,597.6
Tamilnadu,Kancheepuram,12.7,79.583,2019,6.8,1152,0,274.59,184.34,41.5,47.5,400,52,65.6208,73.7,6.9,0.7,691.2
Tamilnadu,Kancheepuram,12.5292,79.54,2019,7.1,1545,0,360.018,269.42,42,62.3,580,140,55.8992,82.3,1.2,0.2,927
Tamilnadu,Kancheepuram,12.5083,79.533,2019,7,1570,0,372.222,276.51,40.5,73.2,570,140,53.4688,94.4,1.1,0.2,942
Tamilnadu,Kancheepuram,12.4431,79.5321,2019,7.1,1000,0,353.916,106.35,27,52.4,380,84,41.3168,53.2,0.8,0.7,600
Tamilnadu,Kancheepuram,12.3472,79.543,2019,6.7,918,0,213.57,170.16,21.5,38.2,310,48,46.1776,65.9,1.2,0.5,550.8
Tamilnadu,Kancheepuram,12.2583,79.543,2019,6.8,455,0,183.06,42.54,9.5,33.1,180,44,17.0128,20.4,1,0.1,273
Tamilnadu,Kancheepuram,12.2583,79.543,2019,7.2,1219,0,408.834,127.62,32,82,460,60,75.3424,64.5,0.9,0.6,731.4
Tamilnadu,Kancheepuram,12.4,79.8167,2019,6.9,1245,0,329.508,184.34,64,29.6,560,80,88,23.8,0.6,0.2,747
Tamilnadu,Kancheepuram,12.4064,79.8133,2019,7.1,1683,0,225.774,311.96,183,43.9,660,176,53.4688,81.3,0.8,0.6,1009.8
Tamilnadu,Thiruvanamalai,12.3,79.38,2019,6.8,4350,0,195.264,1205.3,165,33.6,1110,324,72.912,441.4,1.7,0.7,2610
Tamilnadu,Thiruvanamalai,12.308,79.362,2019,7.2,2520,0,561.384,439.58,78.5,96.6,690,100,106.9376,245.6,2.2,0.6,1512
Tamilnadu,Thiruvanamalai,12.4361,79.4181,2019,7,1113,0,262.386,170.16,57,21.6,290,48,41.3168,117.4,1.8,0.6,667.8
Tamilnadu,Thiruvanamalai,12.28,79.2,2019,7.3,5260,0,787.158,1176.94,223,45.1,1290,88,260.0528,567.6,26.9,1,3156
Tamilnadu,Thiruvanamalai,12.3347,79.2458,2019,7.3,3240,0,665.118,581.38,77,161.7,920,108,157.976,298,16.6,0.6,1944
Tamilnadu,Thiruvanamalai,12.133,79.4,2019,7,1390,0,305.1,269.42,31.5,35.9,390,84,43.7472,123.5,13.5,0.6,834
Tamilnadu,Thiruvanamalai,12.1235,79.5316,2019,7.1,1983,0,414.936,361.59,54,103.4,720,188,60.76,117.4,3.8,0.7,1189.8
Tamilnadu,Thiruvanamalai,12.123,78.423,2019,7,881,0,317.304,106.35,33.5,79.7,460,92,55.8992,12.6,2,0.4,528.6
Tamilnadu,Thiruvanamalai,12.153,78.3945,2019,7.1,1118,0,451.548,113.44,20.5,35.8,410,68,58.3296,77.6,5,1,670.8
Tamilnadu,Thiruvanamalai,12.2415,78.5845,2019,7.2,810,0,274.59,92.17,17,62,320,100,17.0128,45.7,4.2,0.2,486
Tamilnadu,Thiruvanamalai,12.2909,78.5917,2019,7.4,1204,0,439.344,134.71,43.5,27.5,320,48,48.608,132.2,8.8,0.4,722.4
Tamilnadu,Thiruvanamalai,12.2638,79.0323,2019,7.3,838,0,286.794,85.08,52.5,38.3,290,80,21.8736,60.4,6.6,1.4,502.8
Tamilnadu,Thiruvanamalai,12.2639,79.0323,2019,7.2,793,0,268.488,92.17,44,39.1,340,92,26.7344,29.6,5.6,0.8,475.8
Tamilnadu,Thiruvanamalai,10.83,78.363,2019,7.3,2400,0,488.16,425.4,69,179.9,780,144,102.0768,185.1,10.7,0.6,1440
Tamilnadu,Thiruvanamalai,12.3021,79.062,2019,7.3,1698,0,475.956,255.24,60,35.6,510,116,53.4688,153.9,5.7,0.4,1018.8
Tamilnadu,Thiruvanamalai,12.093,78.583,2019,7.2,1851,0,402.732,326.14,57.5,118.3,580,200,19.4432,160,6.8,0.4,1110.6
Tamilnadu,Thiruvanamalai,12.4306,79.2083,2019,7.1,2270,0,421.038,418.31,107,106.4,720,208,48.608,182.7,5.7,0.6,1362
Tamilnadu,Thiruvanamalai,12.3034,79.0848,2019,7.4,4930,0,756.648,1013.87,288.5,138,1170,100,223.5968,515.3,137.1,0.8,2958
Tamilnadu,Thiruvanamalai,12.4051,79.1126,2019,7.2,2320,0,451.548,482.12,101,32.7,690,80,119.0896,216.9,2.6,0.9,1392
Tamilnadu,Thiruvanamalai,12.6361,79.2333,2019,7.2,903,0,390.528,70.9,31.5,29.4,280,60,31.5952,85.3,0.5,0.7,541.8
Tamilnadu,Thiruvanamalai,12.393,79.32,2019,7.1,805,0,250.182,92.17,33,48.5,280,68,26.7344,53.1,0.8,0.5,483
Tamilnadu,Thiruvanamalai,12.393,79.32,2019,7.2,1382,0,427.14,155.98,62,84.7,380,72,48.608,145.5,1.2,0.9,829.2
Tamilnadu,Thiruvanamalai,12.353,79.373,2019,7,2420,0,408.834,503.39,87.5,83.6,790,208,65.6208,179.8,1.6,0.9,1452
Tamilnadu,Thiruvanamalai,12.363,79.4415,2019,7,1112,0,256.284,205.61,28,31.1,500,116,51.0384,34.2,1.1,0.5,667.2
Tamilnadu,Thiruvanamalai,12.363,79.4415,2019,7.4,975,0,396.63,106.35,15.5,32,380,40,68.0512,53.4,1,0.8,585
Tamilnadu,Thiruvanamalai,12.38,79.5,2019,7,1767,0,353.916,333.23,46,92.8,620,152,58.3296,112.9,0.9,0.4,1060.2
Tamilnadu,Thiruvanamalai,12.4415,79.503,2019,7.3,995,0,366.12,99.26,32,50.3,150,40,12.152,95.4,108,0.4,597
Tamilnadu,Thiruvanamalai,12.4945,79.4948,2019,7.1,1320,0,347.814,212.7,65.5,36.2,370,96,31.5952,124.5,22.8,0.9,792
Tamilnadu,Thiruvanamalai,12.8506,79.9119,2019,6.6,560,0,109.836,99.26,18,42.9,110,24,12.152,71.4,0.9,0.4,336
Tamilnadu,Erode,11.8083,77.5333,2019,7.2,1020,0,317.304,106.35,30,96.9,240,48,29.1648,69.7,93.5,1,612
Tamilnadu,Erode,11.3361,77.5861,2019,7.2,680,0,152.55,106.35,26.5,40.6,260,44,36.456,30.8,6.8,0.8,408
Tamilnadu,Erode,11.4023,77.6376,2019,7,748,0,244.08,99.26,24.5,53.6,300,64,34.0256,31.2,21.7,0.7,448.8
Tamilnadu,Erode,11.4934,77.6987,2019,7.1,980,0,390.528,85.08,44.5,31.9,390,92,38.8864,50.4,1.5,1,588
Tamilnadu,Erode,11.5367,77.7097,2019,7.1,1324,0,353.916,127.62,131,101.1,540,120,58.3296,65.3,1.9,1.3,794.4
Tamilnadu,Erode,11.5731,77.695,2019,7.1,780,0,286.794,77.99,19.5,42.2,290,68,29.1648,38.7,13.1,0.5,468
Tamilnadu,Erode,11.5919,77.6661,2019,7.1,4290,0,360.018,716.09,706.5,123.5,1430,208,221.1664,319.4,4.9,1.5,2574
Tamilnadu,Erode,11.6194,77.7444,2019,7.3,1476,0,567.486,148.89,51,38,490,68,77.7728,115.5,0.8,1.8,885.6
Tamilnadu,Erode,11.6589,77.6847,2019,7.3,1365,0,323.406,134.71,127,182.5,670,132,82.6336,23.3,0.6,0.7,819
Tamilnadu,Erode,11.7011,77.6719,2019,7.3,2850,0,414.936,616.83,123,69.2,1190,200,167.6976,76.4,18.1,0.9,1710
Tamilnadu,Erode,11.5453,77.5953,2019,7.3,3130,0,292.896,361.59,820,62.5,1360,248,179.8496,123.4,16.8,1.4,1878
Tamilnadu,Erode,11.52,77.6033,2019,7.2,3220,0,396.63,709,186.5,176.5,1240,224,165.2672,179.7,14.8,1,1932
Tamilnadu,Erode,11.5072,77.6139,2019,7.2,625,0,207.468,70.9,22,26,220,48,24.304,44.6,2.2,0.6,375
Tamilnadu,Erode,11.4222,77.5583,2019,7.2,1715,0,524.772,191.43,99.5,74,530,116,58.3296,110.9,78.1,1.3,1029
Tamilnadu,Erode,11.3983,77.5175,2019,7.2,580,0,195.264,63.81,15,27.6,230,56,21.8736,19.6,1.4,0.5,348
Tamilnadu,Erode,11.3711,77.3578,2019,7.2,1094,0,237.978,141.8,113,60.3,350,56,51.0384,97.6,13.2,1,656.4
Tamilnadu,Erode,11.3606,77.3208,2019,7.2,2320,0,567.486,269.42,172,194.1,620,88,97.216,245.8,21.7,1.1,1392
Tamilnadu,Erode,11.3447,77.3189,2019,7.2,2590,0,488.16,418.31,110,217.3,670,132,82.6336,230.5,85.4,1.2,1554
Tamilnadu,Erode,11.2892,77.3286,2019,7.2,1360,0,408.834,163.07,36,118.3,430,88,51.0384,93.9,39.2,0.9,816
Tamilnadu,Erode,11.3792,77.2278,2019,7.3,10580,0,488.16,2474.41,1555,95,2900,380,473.928,1264,1.8,1.9,6348
Tamilnadu,Erode,11.3942,77.3011,2019,7.8,582,0,176.958,56.72,42,32.6,180,44,17.0128,46.6,5.4,0.9,349.2
Tamilnadu,Erode,11.4481,77.3578,2019,7.3,2540,0,549.18,311.96,255.5,145.9,670,88,109.368,244.4,50,1.1,1524
Tamilnadu,Erode,11.4872,77.4917,2019,7,954,0,360.018,85.08,60.5,43.6,300,60,36.456,87.5,1.8,0.3,572.4
Tamilnadu,Erode,11.513,77.4234,2019,7.3,1807,0,390.528,241.06,93,186.7,390,52,63.1904,223.1,8.4,0.4,1084.2
Tamilnadu,Erode,11.4969,77.3432,2019,7.4,1556,0,408.834,219.79,68.5,98.7,510,56,89.9248,119.9,11.6,1,933.6
Tamilnadu,Erode,11.5297,77.2953,2019,7.4,1447,0,421.038,184.34,45,121.4,460,68,70.4816,123.1,1.8,0.9,868.2
Tamilnadu,Erode,11.5472,77.1417,2019,7.4,1266,0,445.446,148.89,29,52.2,300,32,53.4688,145.1,6.2,1.2,759.6
Tamilnadu,Erode,11.5289,77.1422,2019,7.5,2720,0,530.874,333.23,143.5,168.3,530,80,80.2032,307.3,3,0.8,1632
Tamilnadu,Erode,11.4886,77.1564,2019,7.2,502,0,164.754,63.81,16.5,38.4,200,42,23.0888,32.8,2.4,0.2,301.2
Tamilnadu,Erode,11.3528,77.1694,2019,7.3,1189,0,298.998,141.8,43.5,160.2,410,92,43.7472,88.6,8.9,0.2,713.4
Tamilnadu,Erode,11.4331,77.2019,2019,7.4,764,0,256.284,99.26,28,60.8,320,34,57.1144,41.6,3.6,0.2,458.4
Tamilnadu,Erode,11.4756,77.2542,2019,7.6,1924,0,585.792,170.16,171,90.1,340,60,46.1776,273.2,10.9,1.7,1154.4
Tamilnadu,Erode,11.3383,77.4133,2019,7.5,3110,0,555.282,538.84,125,203.2,640,80,106.9376,309.7,137.4,0.1,1866
Tamilnadu,Erode,11.2694,77.4139,2019,7.4,1060,0,390.528,127.62,21.5,33.1,280,24,53.4688,112.5,6.2,0.2,636
