State,District,Latitude,Longitude,Year,pH,EC,CO3,HCO3,Cl,SO4,NO3,TH,Ca,Mg,Na,K,F,TDS
Tamilnadu,Villupuram,12.2558,79.5072,2019,7.59,1217,0,470,171,40,56,475,172,11,66,2.4,0.08,730.2
Tamilnadu,Villupuram,12.2483,79.3406,2019,7.35,982,0,244,117,69,30,350,86,33,73,3.2,0.24,589.2
Tamilnadu,Villupuram,12.2522,79.4167,2019,7.42,2380,0,573,427,128,54,500,92,66,309,6,0.93,1428
Tamilnadu,Villupuram,12.25,79.4167,2019,7.49,1008,0,305,164,81,16,370,80,41,70,3.2,0.21,604.8
Tamilnadu,Villupuram,12.2283,79.57,2019,7.46,1258,0,464,178,74,16,430,74,60,112,0.45,1.21,754.8
Tamilnadu,Villupuram,12.1717,79.5972,2019,7.44,374,0,226,14,7.3,3.5,195,60,11,7.2,1.4,0.14,224.4
Tamilnadu,Villupuram,12.0375,79.5625,2019,7.22,961,0,336,153,36,26,345,82,34,83,1.63,0.07,576.6
Tamilnadu,Villupuram,12.0375,79.5625,2019,7.91,3130,0,903,370,175,113,270,52,34,315,365,0.11,1878
Tamilnadu,Villupuram,11.975,79.1333,2019,7.46,1863,0,518,320,96,71,475,64,77,210,8.4,0.18,1117.8
Tamilnadu,Villupuram,11.9792,79.3186,2019,7.55,510,0,329,21,5.3,2.2,240,68,17,27,1.5,0.35,306
Tamilnadu,Villupuram,11.9758,79.3119,2019,7.33,1391,0,299,256,95,56,300,82,23,183,6.7,0.58,834.6
Tamilnadu,Villupuram,11.9583,79.2167,2019,7.43,874,0,354,100,38,23,295,72,28,77,1.4,0.2,524.4
Tamilnadu,Villupuram,11.9986,79.1658,2019,7.32,2270,0,207,526,217,0.6,500,88,66,258,2.7,0.91,1362
Tamilnadu,Villupuram,11.9,79.05,2019,7.27,1254,0,336,213,62,92,380,100,32,108,20,0,752.4
Tamilnadu,Villupuram,11.8833,78.9167,2019,7.1,1000,0,195,178,95,52,330,62,43,79,7.4,0.06,600
Tamilnadu,Villupuram,11.8833,78.9167,2019,7,1894,0,451,334,89,21,590,116,73,161,4.4,0.3,1136.4
Tamilnadu,Villupuram,11.8592,78.9314,2019,7.49,2360,0,342,427,106,88,440,72,63,287,7,0.7,1416
Tamilnadu,Villupuram,11.7056,78.97,2019,7.68,2210,0,634,270,125,66,600,180,36,185,52,0.42,1326
Tamilnadu,Villupuram,11.9383,78.8861,2019,7.58,1439,0,342,220,64,30,465,98,54,106,5.1,0.38,863.4
Tamilnadu,Villupuram,11.7361,78.85,2019,7.16,1473,0,317,228,75,84,415,126,24,125,3.6,0.32,883.8
Tamilnadu,Villupuram,11.7417,78.9667,2019,7.23,1494,0,329,256,57,33,430,108,39,129,2.4,0.56,896.4
Tamilnadu,Villupuram,11.7672,78.87,2019,7.33,1952,0,354,249,334,38,760,140,100,119,1.8,1.28,1171.2
Tamilnadu,Villupuram,11.6803,78.9192,2019,7.55,1188,0,305,192,50,29,390,96,36,87,2.1,0.6,712.8
Tamilnadu,Villupuram,11.8,79.0917,2019,7.2,1726,0,281,284,103,109,460,138,28,155,4.1,0.36,1035.6
Tamilnadu,Villupuram,11.7306,79.0917,2019,7.25,1939,0,342,391,72,45,410,114,30,215,6.8,0.54,1163.4
Tamilnadu,Villupuram,11.72,79.0778,2019,7.54,4150,0,378,811,218,314,1060,264,97,279,156,0.28,2490
Tamilnadu,Villupuram,11.7319,79.125,2019,7.73,868,0,403,43,63,14,300,76,27,35,3.7,0.78,520.8
Tamilnadu,Villupuram,11.7219,79.1289,2019,7.7,1153,0,451,107,63,52,460,116,41,67,4.6,0.96,691.8
Tamilnadu,Villupuram,11.7042,79.3317,2019,7.34,1161,0,244,64,308,24,470,148,24,55,4.2,0.54,696.6
Tamilnadu,Villupuram,11.5322,79.1239,2019,7.67,1899,0,598,327,52,17,565,138,54,179,3.5,0.96,1139.4
Tamilnadu,Villupuram,11.625,79.1944,2019,6.81,1448,0,464,178,76,101,460,128,34,143,8.7,0.96,868.8
Tamilnadu,Cuddalore,11.4817,79.0458,2019,7.61,1573,0,500,206,58,124,540,168,29,111,4.6,1,943.8
Tamilnadu,Cuddalore,11.5125,79.0111,2019,7.38,2540,0,415,356,573,1.1,820,152,107,207,4.1,0.84,1524
Tamilnadu,Cuddalore,11.4083,79.0083,2019,7.3,1586,0,354,270,54,102,600,140,61,69,1.1,0.6,951.6
Tamilnadu,Perambalur,11.3475,78.9489,2019,7.4,1557,0,256,220,90,250,710,116,102,24,2.2,0.62,934.2
Tamilnadu,Perambalur,11.2583,78.9417,2019,7.41,2500,0,439,412,148,205,740,192,63,178,22,0.64,1500
Tamilnadu,Perambalur,11.3083,78.9167,2019,7.68,2300,0,525,384,103,124,680,112,97,141,66,0.94,1380
Tamilnadu,Perambalur,11.3369,78.6853,2019,7.74,1933,0,183,220,560,1.5,330,104,17,251,1.5,1.04,1159.8
Tamilnadu,Perambalur,11.2714,78.8461,2019,7.5,1648,0,305,277,149,129,730,204,54,46,0.97,0.64,988.8
Tamilnadu,Perambalur,11.2347,78.8014,2019,7.66,1655,0,525,228,94,87,530,104,66,123,26,1.1,993
Tamilnadu,Perambalur,11.2153,78.7472,2019,7.54,1338,0,378,156,98,111,640,136,73,17,1.2,1.34,802.8
Tamilnadu,Perambalur,11.1347,78.775,2019,7.7,1668,0,476,199,92,105,340,84,32,116,147,0.7,1000.8
Tamilnadu,Perambalur,11.1586,78.9358,2019,7.46,4080,0,427,669,790,21,960,168,131,432,5.2,1.46,2448
Tamilnadu,Perambalur,11.2333,78.875,2019,7.52,2090,0,537,313,101,118,560,96,78,190,2.2,1.42,1254
Tamilnadu,Perambalur,11.2342,78.8911,2019,7.66,1744,0,425,313,133,88,610,100,88,148,3,0.98,1046.4
Tamilnadu,Perambalur,11.2406,78.9681,2019,7.62,942,0,317,114,92,31,290,68,29,93,3.2,0.57,565.2
Tamilnadu,Perambalur,11.2686,79.0311,2019,7.43,4100,0,342,526,1188,2.8,740,176,73,566,1.3,1.48,2460
Tamilnadu,Perambalur,11.3417,79.0625,2019,7.48,902,0,329,57,34,140,330,76,34,59,0.52,1.32,541.2
Tamilnadu,Ariyalur,11.0333,79.05,2019,7.87,1216,0,634,107,18,24,330,44,54,147,5.8,1.16,729.6
Tamilnadu,Ariyalur,11.1981,79.3272,2019,7.31,629,0,262,68,14,12,240,70,16,20,5.2,0.72,377.4
Tamilnadu,Ariyalur,11.2081,79.4475,2019,7.4,563,0,195,68,15,14,190,40,22,18,5.2,0.96,337.8
Tamilnadu,Ariyalur,11.2111,79.3958,2019,7.4,866,0,177,128,29,72,290,68,29,29,6.2,0.86,519.6
Tamilnadu,Ariyalur,11.2853,79.49,2019,7.36,791,0,189,132,39,8.4,235,66,17,39,8.7,0.36,474.6
Tamilnadu,Ariyalur,11.3478,79.3842,2019,6.56,202,0,73,21,1.1,11,70,12,10,7.8,0.59,0.34,121.2
Tamilnadu,Ariyalur,11.2658,79.0275,2019,7.03,176,0,55,21,5.4,2.5,60,16,5,4.5,0.96,0.56,105.6
Tamilnadu,Ariyalur,11.2333,79.315,2019,6.97,280,0,61,36,33,0.04,80,26,4,14,2.7,0.38,168
Tamilnadu,Ariyalur,11.3478,79.3842,2019,7.53,730,0,348,64,9,0.33,260,66,23,29,4.9,1,438
Tamilnadu,Ariyalur,11.2978,79.3775,2019,7.37,1842,0,281,356,111,41,420,116,32,141,54,1.04,1105.2
Tamilnadu,Ariyalur,11.41,79.3328,2019,7.2,307,0,98,28,30,1.7,100,24,10,11,3.6,0.56,184.2
Tamilnadu,Ariyalur,11.3992,79.3208,2019,7.14,260,0,104,21,5.4,20,100,30,6,8.1,1.2,0.64,156
Tamilnadu,Villupuram,11.6611,79.2944,2019,7.31,989,0,329,114,74,27,345,64,45,47,7.3,0.56,593.4
Tamilnadu,Villupuram,11.6875,79.3,2019,7.6,1680,0,537,277,52,4.1,470,76,68,142,3,1.26,1008
Tamilnadu,Villupuram,12.1922,79.6261,2019,7.11,2240,0,561,427,128,92,740,192,78,96,40,0.46,1344
Tamilnadu,Villupuram,12.1833,79.6667,2019,7.67,6430,0,415,1650,550,0.67,800,112,126,1055,0.95,1.24,3858
Tamilnadu,Villupuram,12.2889,79.8008,2019,7.77,1724,0,634,199,59,77,550,88,80,119,0.79,1.28,1034.4
Tamilnadu,Dharmapuri,12,78.25,2019,7.5,699,0,384,28,46,1.6,220,36,32,69,4.3,0.3,419.4
Tamilnadu,Dharmapuri,12.1292,78.1722,2019,7.33,799,0,396,46,34,28,345,60,47,38,1.6,0.61,479.4
Tamilnadu,Dharmapuri,12.2017,78.3544,2019,7.53,708,0,348,46,29,8.6,240,46,30,65,1.32,1.57,424.8
Tamilnadu,Dharmapuri,12.1128,78.4942,2019,7.8,1241,0,586,100,95,1.6,245,54,27,206,10,1.6,744.6
Tamilnadu,Dharmapuri,12.0417,78.4833,2019,7.83,1315,0,653,92,91,0.62,300,34,52,208,10,1.58,789
Tamilnadu,Dharmapuri,12.1333,78.0583,2019,7.89,2630,0,695,370,235,184,600,136,63,238,154,0.45,1578
Tamilnadu,Dharmapuri,12.1942,78.295,2019,7.37,853,0,335,57,32,56,365,90,34,26,4.3,1.51,511.8
Tamilnadu,Dharmapuri,12.1331,78.3197,2019,7.51,1497,0,195,192,108,118,485,108,52,110,3.6,1,898.2
Tamilnadu,Dharmapuri,11.9167,78.3361,2019,7.8,1067,0,506,128,44,2.1,275,32,47,147,4,1.38,640.2
Tamilnadu,Dharmapuri,11.5256,78.05,2019,7.36,813,0,354,53,39,59,380,94,35,28,0.76,0.58,487.8
Tamilnadu,Dharmapuri,12.0525,78.2806,2019,7.68,1872,0,335,409,71,104,780,80,141,96,2,1.26,1123.2
Tamilnadu,Dharmapuri,12.1081,78.4128,2019,8.08,1886,0,281,213,428,27,535,60,94,230,13,1.51,1131.6
Tamilnadu,Salem,11.5667,78.0842,2019,7.78,4350,0,854,882,130,12,620,70,108,609,7,3.02,2610
Tamilnadu,Salem,11.5917,78.5861,2019,7.35,1782,0,512,220,217,33,600,60,109,124,7.3,0.08,1069.2
Tamilnadu,Salem,11.5253,78.075,2019,7.1,8280,0,464,2219,532,29,2200,296,355,740,23,1.46,4968
Tamilnadu,Salem,11.5253,78.075,2019,7.44,4920,0,500,1209,226,33,1100,144,180,485,4.5,1.42,2952
Tamilnadu,Salem,11.6,78.6083,2019,7.41,1749,0,512,213,211,26,560,60,100,127,6.9,0.14,1049.4
Tamilnadu,Salem,11.6442,77.825,2019,7.76,2520,0,293,213,804,147,1325,245,173,79,25,1.2,1512
Tamilnadu,Salem,11.6089,78.0108,2019,7.73,1164,0,488,114,62,31,380,40,68,94,17,2.1,698.4
Tamilnadu,Salem,11.4958,78.65,2019,7.42,3540,0,415,597,294,282,860,128,131,306,14,0.6,2124
Tamilnadu,Salem,11.4603,78.5875,2019,7.47,2480,0,500,384,257,52,680,96,107,200,7,1.06,1488
Tamilnadu,Salem,11.7056,77.8722,2019,7.74,2650,0,793,334,199,34,530,68,87,266,43,1.35,1590
Tamilnadu,Salem,11.8542,78.0833,2019,7.83,3240,0,781,469,206,234,820,160,102,295,22,0.32,1944
Tamilnadu,Salem,11.5417,78.4917,2019,7.49,1682,0,403,263,200,0.4,640,88,102,72,6.5,0.48,1009.2
Tamilnadu,Salem,11.8472,77.7472,2019,7.27,1945,0,342,334,156,92,590,152,51,135,1.5,0.75,1167
Tamilnadu,Salem,11.5833,77.7917,2019,7.15,649,0,342,64,27,1.3,260,80,15,39,6.8,0.54,389.4
Tamilnadu,Salem,11.5375,78.1458,2019,7.53,1838,0,708,228,120,38,500,60,85,206,38,1.45,1102.8
Tamilnadu,Salem,11.8089,77.7889,2019,7.68,662,0,317,64,28,17,270,56,32,36,2.4,0.78,397.2
Tamilnadu,Salem,12.8111,79.3972,2019,7.67,1902,0,366,256,180,23,480,40,92,246,16,1.28,1141.2
Tamilnadu,Salem,11.8075,77.8297,2019,7.38,677,0,293,57,51,1.5,240,64,19,64,0.99,1.06,406.2
Tamilnadu,Salem,11.4667,78.4825,2019,7.55,1096,0,329,135,48,49,230,48,27,76,118,0.47,657.6
Tamilnadu,Salem,11.6456,78.5144,2019,7.45,686,0,244,85,26,13,250,56,27,50,2,0.48,411.6
Tamilnadu,Salem,11.5694,78.0722,2019,7.2,5830,0,451,1536,207,114,1360,200,209,601,11,1.45,3498
Tamilnadu,Salem,11.5256,78.05,2019,7.2,5040,0,366,1280,319,49,1040,232,112,604,6.2,1.4,3024
Tamilnadu,Salem,11.5917,78.1114,2019,7.29,3760,0,329,996,78,28,1060,160,161,344,5.1,0.9,2256
Tamilnadu,Salem,11.6083,78.1083,2019,7.29,8900,0,403,2575,309,94,1600,264,229,1198,128,1.1,5340
Tamilnadu,Salem,11.6264,78.7833,2019,8,686,0,415,36,36,0.1,230,28,39,70,4.1,0.41,411.6
Tamilnadu,Salem,11.6667,78.1583,2019,7.76,930,0,476,92,38,23,350,24,71,82,4,0.91,558
Tamilnadu,Salem,11.6594,78.1664,2019,7.61,1973,0,671,199,168,148,600,72,102,205,5.3,1.16,1183.8
Tamilnadu,Salem,11.7472,77.9306,2019,7.5,1422,0,439,149,199,19,380,68,51,154,12,1.15,853.2
Tamilnadu,Salem,11.6553,78.3383,2019,7.32,1300,0,268,228,93,32,430,104,41,77,2.5,1,780
Tamilnadu,Salem,11.5583,78.0917,2019,7.37,9760,0,464,2731,532,2.4,1680,176,302,1334,18,1.43,5856
Tamilnadu,Salem,11.6472,78.1092,2019,7.3,3190,0,878,555,120,0.65,820,64,161,331,13,1.52,1914
Tamilnadu,Salem,11.4358,78.5042,2019,7.63,1782,0,525,235,98,153,600,64,107,133,7.4,1.13,1069.2
Tamilnadu,Salem,11.5833,78.7583,2019,7.46,1922,0,293,405,122,33,550,100,73,184,4.5,0.6,1153.2
Tamilnadu,Salem,11.5903,78.5558,2019,7.56,1408,0,268,220,152,73,490,96,61,71,7,0.85,844.8
Tamilnadu,Salem,11.6458,78.4125,2019,7.88,604,0,256,71,20,9.4,200,48,20,39,1.5,1.04,362.4
Tamilnadu,Salem,11.6528,78.0819,2019,7.73,2830,0,500,469,182,163,750,96,124,260,8,1.38,1698
Tamilnadu,Salem,11.5736,78.0728,2019,7.7,5760,0,622,1422,187,50,1020,88,195,746,13,1.48,3456
Tamilnadu,Salem,11.4753,78.7361,2019,7.9,2680,0,647,448,142,23,740,144,92,232,36,0.71,1608
Tamilnadu,Salem,11.7833,78.2111,2019,7.89,469,0,183,57,12,5.1,160,56,5,20,6,0.38,281.4
Tamilnadu,Karur,10.4345,78.2441,2019,7.73,3450,0,610,711,189,1.5,520,160,29,448,67,0.94,2070
Tamilnadu,Karur,10.5034,78.0953,2019,7.82,815,0,354,46,26,51,320,86,25,39,7.2,1.52,489
Tamilnadu,Karur,10.5659,78.1418,2019,7.46,1716,0,317,292,102,92,480,124,41,140,14,0.86,1029.6
Tamilnadu,Coimbatore,11.0149,77.17,2019,7.61,1055,0,226,149,61,101,210,44,24,140,5.9,1.12,633
Tamilnadu,Coimbatore,11.0841,77.1834,2019,7.52,594,0,244,53,25,13,270,68,24,33,5.1,0.1,356.4
Tamilnadu,Tirupur,11.0656,77.2309,2019,7.67,5100,0,537,1209,352,185,1260,88,253,462,103,1.33,3060
Tamilnadu,Tirupur,11.0707,77.2701,2019,7.3,6320,0,512,1465,478,130,2140,360,301,668,21,1.14,3792
Tamilnadu,Coimbatore,11.18,77.1023,2019,6.36,116,0,49,18,2.6,0.11,50,12,5,6.8,1.2,0.1,69.6
Tamilnadu,Coimbatore,11.1346,77.0555,2019,7.62,1637,0,378,206,84,154,430,94,47,133,118,0.36,982.2
Tamilnadu,Nilgiris,11.2155,76.5402,2019,7.9,190,0,85,14,4.1,10,90,16,12,3.5,1,0.14,114
Tamilnadu,Nilgiris,11.2553,76.5143,2019,7.63,295,0,110,18,1.1,50,120,40,5,7.9,2.4,0.02,177
Tamilnadu,Nilgiris,11.2416,76.4204,2019,7.56,613,0,92,89,24,92,190,68,5,38,22,0.02,367.8
Tamilnadu,Nilgiris,11.2757,76.3613,2019,7.6,302,0,31,50,5,47,70,24,2,20,14,0,181.2
Tamilnadu,Nilgiris,11.305,79.1637,2019,6.6,360,0,104,32,4,61,175,62,5,9,5.8,0.12,216
Tamilnadu,Nilgiris,11.2124,76.4702,2019,7.1,324,0,55,46,2,52,150,22,23,9.7,1.7,0.08,194.4
Tamilnadu,Coimbatore,11.1033,77.0327,2019,7.25,1484,0,323,249,32,116,555,116,64,128,18,0.58,890.4
Tamilnadu,Coimbatore,11.0229,77.0002,2019,7.83,1854,0,451,75,474,24,330,66,40,373,7.7,1.56,1112.4
Tamilnadu,Coimbatore,10.5136,76.5341,2019,7.82,622,0,323,43,14,11,335,76,35,29,4.8,0.52,373.2
Tamilnadu,Coimbatore,10.5914,76.5041,2019,7.63,1738,0,268,299,109,84,530,92,73,167,8.7,0.7,1042.8
Tamilnadu,Coimbatore,11.1152,76.5134,2019,7.65,1304,0,299,142,234,12,520,96,68,108,14,1.1,782.4
Tamilnadu,Coimbatore,11.1439,76.5727,2019,7.79,942,0,262,100,42,64,235,50,27,78,49,0.66,565.2
Tamilnadu,Coimbatore,10.4532,77.161,2019,7.85,2240,0,671,220,107,178,690,148,78,209,27,1.14,1344
Tamilnadu,Coimbatore,10.5947,77.0018,2019,7.81,1685,0,427,206,133,89,410,64,61,233,7.5,0.88,1011
Tamilnadu,Coimbatore,11.0129,77.0712,2019,7.9,2230,0,525,320,95,131,580,196,22,212,20,0.58,1338
Tamilnadu,Coimbatore,11.0052,77.1116,2019,8.21,231,0,73,36,4.8,7.8,80,20,7,9,1.9,0.1,138.6
Tamilnadu,Coimbatore,11.0436,77.1131,2019,7.67,9050,0,549,2219,667,53,2880,584,345,814,22,1.38,5430
Tamilnadu,Coimbatore,10.484,76.5638,2019,8.03,1551,0,439,132,134,88,390,104,32,109,122,0.72,930.6
Tamilnadu,Coimbatore,10.3603,77.2238,2019,8.59,980,36,37,142,100,82,410,50,69,46,7.9,0.98,588
Tamilnadu,Trichy,10.8003,78.6967,2019,7.9,1208,0,238,227,57,48.5,480,112,49,59,10,0.76,724.8
Tamilnadu,Trichy,11.0847,78.725,2019,7.8,2670,0,354,440,172,304.9,740,80,131,284,12,1.47,1602
Tamilnadu,Trichy,10.9417,78.9125,2019,7.7,6770,0,403,1960,204,95,1800,240,292,719,66,0.8,4062
Tamilnadu,Trichy,11.0458,78.9583,2019,7.9,3420,0,354,838,108,98,860,192,92,328,36,0.69,2052
Tamilnadu,Trichy,10.8728,77.7647,2019,7.8,1512,0,397,241,126.5,0.3,630,116,83,69,5,0.79,907.2
Tamilnadu,Trichy,10.8558,78.6867,2019,7.9,902,0,275,121,59,0.1,270,44,39,74,5,0.8,541.2
Tamilnadu,Trichy,10.8692,78.6906,2019,8,472,0,159,57,33.5,0.1,170,36,19,28,12,1.1,283.2
Tamilnadu,Trichy,10.745,78.7117,2019,8.1,1820,0,397,405,41,0.3,560,76,90,168,10,1.66,1092
Tamilnadu,Trichy,10.9569,78.6675,2019,8.5,1735,90,323,227,55,133.4,520,116,56,91,152,0.38,1041
Tamilnadu,Trichy,11.0167,78.6375,2019,8,2680,0,207,533,240.5,234.8,580,144,54,339,8,0.96,1608
Tamilnadu,Trichy,11.15,78.6,2019,9.1,1762,96,201,355,21,69.5,310,40,51,264,2,1.43,1057.2
Tamilnadu,Trichy,11.0306,78.4328,2019,9.4,959,60,31,206,23,51.6,130,32,12,128,59,0.7,575.4
Tamilnadu,Trichy,10.9917,78.3292,2019,8,1767,0,244,376,63,103.8,750,152,90,67,10,0.74,1060.2
Tamilnadu,Trichy,10.9583,78.45,2019,8.1,1749,0,238,263,241,87.4,370,96,32,203,26,1.05,1049.4
Tamilnadu,Trichy,10.9014,78.6039,2019,8,2780,0,366,533,125,231.6,480,84,66,272,204,0.75,1668
Tamilnadu,Trichy,10.8906,78.5317,2019,8,1185,0,275,192,90.5,53.3,460,92,56,67,13,0.69,711
Tamilnadu,Trichy,10.55,78.3,2019,7.7,3020,0,159,902,23.5,69.4,1220,296,117,120,7,0.89,1812
Tamilnadu,Trichy,10.6381,78.4467,2019,8.1,670,0,183,85,23.5,56.2,240,52,27,35,4,0.65,402
Tamilnadu,Trichy,10.75,78.825,2019,8.6,1025,48,31,220,31,59.4,290,56,36,99,11,0.64,615
Tamilnadu,Thanjavur,10.7339,78.8711,2019,8.1,1977,0,329,483,16,56.7,520,132,46,206,1,1.02,1186.2
Tamilnadu,Thanjavur,10.7667,78.9972,2019,8.1,1106,0,171,256,32,56.3,410,136,17,75,2,1.07,663.6
Tamilnadu,Thanjavur,10.8542,78.9517,2019,8.1,768,0,195,114,46.5,52.4,310,88,22,36,1,0.5,460.8
Tamilnadu,Thanjavur,10.8781,79.0356,2019,7.8,1285,0,397,192,56,0.2,380,56,58,107,31,0.63,771
Tamilnadu,Thanjavur,10.8667,79.2833,2019,9.25,840,48,31,206,13.5,1.2,65,14,7,148,20,0.67,504
Tamilnadu,Nagapattinam,11.0944,79.6556,2019,8.4,750,42,104,121,60.5,6,210,64,12,80,10,0.55,450
Tamilnadu,Tiruvarur,10.9606,79.5733,2019,8.2,987,0,348,107,59,0.5,190,36,24,122,9,0.68,592.2
Tamilnadu,Tiruvarur,10.7458,79.4708,2019,8,875,0,268,142,15.5,0.3,230,48,27,86,4,0.6,525
Tamilnadu,Thanjavur,10.5475,79.4258,2019,7.6,1403,0,146,320,89,0.2,400,100,36,125,1,0.19,841.8
Tamilnadu,Nagapattinam,10.4083,79.6833,2019,7.6,3570,0,366,802,270.5,0.3,780,124,114,395,53,0.33,2142
Tamilnadu,Nagapattinam,10.35,79.8625,2019,9.34,1670,36,24,440,131,11,90,20,10,262,131,0.42,1002
Tamilnadu,Nagapattinam,10.4781,79.8292,2019,8.2,1823,0,500,305,38,0.1,460,148,22,143,88,1.14,1093.8
Tamilnadu,Nagapattinam,10.7667,79.7333,2019,7.7,5100,0,342,1363,306,0.5,1440,248,199,453,84,0.66,3060
Tamilnadu,Tiruvarur,10.7208,79.6417,2019,7.7,3060,0,384,717,172.5,16.6,600,104,83,390,54,0.68,1836
Tamilnadu,Nagapattinam,10.6289,79.7483,2019,8.9,2130,24,110,525,200,2.5,550,100,73,177,89,0.8,1278
Tamilnadu,Nagapattinam,10.6833,79.8375,2019,9.16,1038,36,98,178,90,71.1,220,76,7,114,28,1.02,622.8
Tamilnadu,Nagapattinam,10.7442,79.8503,2019,9.22,2500,36,98,703,125.5,37.1,190,32,27,456,67,0.78,1500
Tamilnadu,Karaikal,10.9583,79.8167,2019,7.9,1098,0,293,185,62,0.1,460,84,61,44,12,0.45,658.8
Tamilnadu,Vellore,12.8525,79.1097,2019,7.55,3200,0,354,669,220,104,850,128,129,299,7.4,2.32,1920
Tamilnadu,Vellore,12.9,78.9458,2019,7.83,1446,0,183,228,89,144,410,116,29,109,0.92,0.65,867.6
Tamilnadu,Vellore,12.9556,78.9944,2019,7.88,2500,0,207,462,122,182,600,72,102,217,3.9,0.63,1500
Tamilnadu,Vellore,12.8667,78.7083,2019,7.73,6910,0,146,1892,248,74,2250,556,209,414,5.2,0.68,4146
Tamilnadu,Vellore,12.8556,78.8333,2019,8.05,1032,0,500,100,61,4,330,40,56,89,4.2,1.09,619.2
Tamilnadu,Vellore,12.8544,78.8625,2019,8.1,1839,0,37,356,155,28,580,104,78,97,48,0.31,1103.4
Tamilnadu,Vellore,12.7708,78.8833,2019,8.17,2240,0,329,469,115,43,630,56,119,173,3.9,0.59,1344
Tamilnadu,Vellore,12.6464,78.6992,2019,7.83,3700,0,720,633,186,27,710,60,136,506,1,1.54,2220
Tamilnadu,Vellore,12.6222,78.75,2019,7.85,2470,0,610,320,85,128,610,64,109,301,7.6,1.52,1482
Tamilnadu,Vellore,12.5778,78.8125,2019,7.79,1792,0,464,228,155,70,580,48,112,189,6.2,1.53,1075.2
Tamilnadu,Vellore,12.6586,78.7675,2019,7.78,824,0,305,100,36,0.68,300,68,32,73,5.1,1.5,494.4
Tamilnadu,Vellore,12.3722,78.5889,2019,7.88,1373,0,390,206,77,1.3,480,64,78,122,8.6,1.55,823.8
Tamilnadu,Vellore,12.4778,78.4556,2019,7.74,2960,0,256,555,131,179,770,124,112,302,15,0.94,1776
Tamilnadu,Krishnagiri,12.3833,78.4139,2019,7.6,2640,0,464,405,78,181,770,136,105,249,9.1,0.98,1584
Tamilnadu,Krishnagiri,12.4025,78.3436,2019,6.52,1450,0,415,256,19,0.44,380,100,32,162,15,1.09,870
Tamilnadu,Krishnagiri,12.3408,78.2458,2019,7.17,2570,0,525,377,114,50,770,164,88,209,47,1.21,1542
Tamilnadu,Krishnagiri,12.3917,78.2469,2019,7.32,3270,0,512,597,85,114,790,168,90,303,89,0.93,1962
Tamilnadu,Krishnagiri,12.6667,78.025,2019,7.94,1856,0,110,327,94,248,370,44,63,231,3.6,0.73,1113.6
Tamilnadu,Krishnagiri,12.5347,78.0489,2019,7.66,940,0,305,93,102,0.49,330,88,27,80,3.8,0.85,564
Tamilnadu,Krishnagiri,12.5458,78.3583,2019,7.55,1933,0,464,320,328,1.7,510,68,83,229,15,1.2,1159.8
Tamilnadu,Vellore,12.4625,78.4667,2019,6.64,4100,0,378,953,170,146,1240,184,190,440,24,0.97,2460
Tamilnadu,Vellore,12.725,78.6583,2019,7,5660,0,281,1259,482,287,1210,192,180,793,2.8,1.15,3396
Tamilnadu,Vellore,12.975,79.1208,2019,7.47,1840,0,439,292,135,58,440,72,63,265,7.6,0.99,1104
Tamilnadu,Vellore,12.9917,79.3083,2019,8.21,1622,0,293,263,115,71,440,104,44,211,2.5,0.63,973.2
Tamilnadu,Dindigul,10.4792,78.1833,2019,7.76,1536,0,329,291,64,12,480,76,70,175,8.3,0.86,921.6
Tamilnadu,Dindigul,10.3583,78.1,2019,7.74,1810,0,183,405,100,65,570,128,61,160,8.5,0.7,1086
Tamilnadu,Dindigul,10.4053,78.0453,2019,8.33,426,66,79,18,12,2.3,96,32,3.9,40,4.2,1.37,255.6
Tamilnadu,Dindigul,10.4597,78.0272,2019,7.92,6100,0,329,1863,30,136,1420,244,197,732,6.8,1.6,3660
Tamilnadu,Dindigul,10.5458,78.0719,2019,7.62,1551,0,256,298,147,60,550,84,83,121,21,0.7,930.6
Tamilnadu,Dindigul,10.6806,78.1156,2019,8.23,1153,0,232,192,79,85,240,48,29,137,39,0.62,691.8
Tamilnadu,Dindigul,10.7272,78.1392,2019,7.93,1790,0,220,376,118,63,490,76,73,164,19,0.89,1074
Tamilnadu,Dindigul,10.7472,78.0917,2019,7.86,2180,0,171,142,751,27,960,132,153,172,15,1.13,1308
Tamilnadu,Dindigul,10.7583,78.0333,2019,8.54,729,30,37,132,67,1,110,18,16,85,18,0.84,437.4
Tamilnadu,Dindigul,10.5983,77.9756,2019,7.79,3010,0,85,953,30,85,1190,188,175,135,13,1.33,1806
Tamilnadu,Dindigul,10.4619,77.9467,2019,8.06,694,0,92,89,20,125,335,50,51,20,8.4,0.3,416.4
Tamilnadu,Dindigul,10.4083,77.9667,2019,8.71,1306,120,268,128,50,1.1,195,20,35,151,138,0.13,783.6
Tamilnadu,Dindigul,10.4908,77.7528,2019,7.66,2300,0,134,441,151,200,960,100,173,122,3.4,0.86,1380
Tamilnadu,Dindigul,10.4875,77.7542,2019,8.1,1364,0,317,213,66,77,420,60,66,162,1.5,0.85,818.4
Tamilnadu,Dindigul,10.4667,77.6583,2019,7.9,1510,0,195,256,120,154,790,148,102,70,2.9,0.7,906
Tamilnadu,Dindigul,10.4333,77.5125,2019,8.05,1233,0,451,163,60,1.2,535,50,100,86,5,1.14,739.8
