State,District,Latitude,Longitude,Year,pH,EC,CO3,HCO3,Cl,SO4,NO3,TH,Ca,Mg,Na,K,F,TDS,Water_Quality
Tamilnadu,Kancheepuram,12.96,80.18,2019,7.3,1715,0,378.262,262.7,147.4,40.0,370,64.0,51.0804,230.7,3.72839,0.1,1029.0,1
Tamilnadu,Chennai,13.02,80.23,2019,7.6,1150,0,256.242,269.8,16.5,3.5,290,32.0,51.0804,142.0,7.65831,0.1,690.0,1
Tamilnadu,Kancheepuram,12.9,80.25,2019,7.3,892,0,219.636,81.65,117.0,50.0,300,56.0,38.9184,76.9,9.27059,0.2,535.2,1
Tamilnadu,Kancheepuram,12.87,80.25,2019,7.2,580,0,176.929,78.1,46.5,10.5,180,36.0,21.8916,54.2,4.23223,0.1,348.0,0
Tamilnadu,Kancheepuram,12.63,80.19,2019,7.0,450,0,91.515,71.0,18.0,28.0,100,24.0,9.7296,63.2,2.92225,0.1,270.0,0
Tamilnadu,Kancheepuram,12.52,80.15,2019,7.2,1006,0,292.848,142.0,50.5,56.5,210,56.0,17.0268,133.4,10.8829,0.1,603.6,1
Tamilnadu,Kancheepuram,12.61,79.67,2019,7.8,830,0,305.05,113.6,22.5,4.2,210,40.0,26.7564,90.0,36.4777,0.1,498.0,0
Tamilnadu,Kancheepuram,12.81,80.19,2019,7.6,1338,0,390.464,234.3,68.0,3.0,390,64.0,55.9452,148.5,2.82148,0.4,802.8,1
Tamilnadu,Kancheepuram,12.73,80.19,2019,7.4,1628,0,353.858,248.5,99.5,73.0,400,68.0,55.9452,187.8,5.34066,0.5,976.8,1
Tamilnadu,Kancheepuram,12.86,80.23,2019,6.8,732,0,48.808,102.95,93.0,60.5,160,40.0,14.5944,64.3,32.5478,0.1,439.2,1
Tamilnadu,Tiruvallur,13.06,80.06,2019,7.3,1020,0,305.05,113.6,85.0,6.0,260,68.0,21.8916,114.9,2.21688,0.3,612.0,1
Tamilnadu,Tiruvallur,13.06,79.86,2019,7.1,710,0,164.727,110.05,72.0,8.9,220,40.0,29.1888,74.2,3.32532,0.1,426.0,0
Tamilnadu,Tiruvallur,13.07,79.97,2019,7.2,3080,0,390.464,582.2,332.5,10.8,860,160.0,111.89,295.4,4.03069,1.1,1848.0,2
Tamilnadu,Tiruvallur,13.14,79.91,2019,7.5,2960,0,512.484,596.4,223.0,2.8,700,168.0,68.1072,354.3,4.83683,1.3,1776.0,2
Tamilnadu,Tiruvallur,13.13,79.77,2019,7.6,1620,0,451.474,205.9,95.0,121.0,420,76.0,55.9452,189.2,4.83683,0.3,972.0,2
Tamilnadu,Tiruvallur,13.18,79.61,2019,7.5,1628,0,463.676,248.5,88.0,13.0,570,96.0,80.2692,112.0,16.1228,1.0,976.8,1
Tamilnadu,Chennai,13.03,80.26,2019,7.9,3250,0,780.928,504.1,221.0,3.5,800,100.0,133.782,345.3,8.56522,1.3,1950.0,2
Tamilnadu,Chennai,13.11,80.25,2019,7.8,5480,0,652.807,1420.0,206.0,53.0,590,96.0,85.134,969.8,19.6496,0.5,3288.0,2
Tamilnadu,Tiruvallur,13.2,80.15,2019,7.4,2370,0,317.252,418.9,169.0,258.4,560,92.0,80.2692,267.6,39.8031,0.2,1422.0,2
Tamilnadu,Tiruvallur,13.26,80.29,2019,7.1,4010,0,317.252,1107.6,133.0,68.7,1080,236.0,119.188,399.7,32.044,0.8,2406.0,2
Tamilnadu,Tiruvallur,13.27,80.26,2019,7.5,2030,0,311.151,447.3,81.0,52.4,720,212.0,46.2156,115.3,20.5565,0.7,1218.0,2
Tamilnadu,Tiruvallur,13.33,80.2,2019,7.8,1074,0,305.05,134.9,49.5,60.2,220,64.0,14.5944,137.3,11.5882,0.4,644.4,1
Tamilnadu,Tiruvallur,13.34,80.19,2019,7.2,862,0,231.838,142.0,35.5,40.2,310,96.0,17.0268,58.7,8.76675,0.4,517.2,1
Tamilnadu,Chennai,13.12,80.26,2019,7.8,1512,0,488.08,170.4,68.0,54.5,100,28.0,7.2972,183.0,185.714,1.0,907.2,1
Tamilnadu,Chennai,13.02,80.27,2019,7.4,966,0,286.747,106.5,75.5,51.0,330,108.0,14.5944,64.2,17.8358,0.8,579.6,1
Tamilnadu,Tiruvallur,13.32,79.96,2019,7.2,1084,0,286.747,149.1,57.5,40.1,265,34.0,43.7832,112.3,8.46445,0.7,650.4,1
Tamilnadu,Tiruvallur,13.33,80.08,2019,7.3,1061,0,292.848,134.9,68.0,50.8,205,32.0,30.405,143.9,6.4491,0.7,636.6,1
Tamilnadu,Tiruvallur,13.4,80.13,2019,7.3,1436,0,323.353,284.0,57.5,64.2,480,140.0,31.6212,103.7,41.7176,0.6,861.6,1
Tamilnadu,Tiruvallur,13.12,80.06,2019,7.4,2320,0,286.747,411.8,306.0,57.2,500,88.0,68.1072,280.9,11.5882,0.8,1392.0,1
Tamilnadu,Tiruvallur,13.07,80.14,2019,7.5,1558,0,305.0,263.0,144.0,56.0,350,80.0,36.0,191.0,3.0,0.5,934.8,1
Tamilnadu,Chennai,13.08,80.27,2019,7.7,4560,0,750.0,639.0,565.0,245.0,150,28.0,19.0,970.0,19.0,1.2,2736.0,2
Tamilnadu,Tiruvallur,13.14,80.1,2019,7.4,2670,0,311.0,476.0,302.0,108.0,600,104.0,83.0,295.0,34.0,0.7,1602.0,2
Tamilnadu,Chennai,13.08,80.2,2019,7.4,2190,0,238.0,490.0,103.0,54.0,430,84.0,54.0,256.0,8.0,0.7,1314.0,1
Tamilnadu,Villupuram,12.8347,79.6722,2019,7.4,1187,0,573.0,135.0,61.0,3.0,515,140.0,40.0,71.0,4.2,0.0,712.2,1
Tamilnadu,Villupuram,12.25,79.3317,2019,7.11,362,0,207.0,21.0,5.5,1.2,165,56.0,6.1,10.0,7.3,0.02,217.2,0
Tamilnadu,Villupuram,12.2558,79.5072,2019,7.59,1217,0,470.0,171.0,40.0,56.0,475,172.0,11.0,66.0,2.4,0.08,730.2,1
Tamilnadu,Villupuram,12.2483,79.3406,2019,7.35,982,0,244.0,117.0,69.0,30.0,350,86.0,33.0,73.0,3.2,0.24,589.2,1
Tamilnadu,Villupuram,12.2522,79.4167,2019,7.42,2380,0,573.0,427.0,128.0,54.0,500,92.0,66.0,309.0,6.0,0.93,1428.0,1
Tamilnadu,Villupuram,12.25,79.4167,2019,7.49,1008,0,305.0,164.0,81.0,16.0,370,80.0,41.0,70.0,3.2,0.21,604.8,1
Tamilnadu,Villupuram,12.2283,79.57,2019,7.46,1258,0,464.0,178.0,74.0,16.0,430,74.0,60.0,112.0,0.45,1.21,754.8,1
Tamilnadu,Villupuram,12.1717,79.5972,2019,7.44,374,0,226.0,14.0,7.3,3.5,195,60.0,11.0,7.2,1.4,0.14,224.4,0
Tamilnadu,Villupuram,12.0375,79.5625,2019,7.22,961,0,336.0,153.0,36.0,26.0,345,82.0,34.0,83.0,1.63,0.07,576.6,1
Tamilnadu,Villupuram,12.0375,79.5625,2019,7.91,3130,0,903.0,370.0,175.0,113.0,270,52.0,34.0,315.0,365.0,0.11,1878.0,2
Tamilnadu,Villupuram,11.975,79.1333,2019,7.46,1863,0,518.0,320.0,96.0,71.0,475,64.0,77.0,210.0,8.4,0.18,1117.8,1
Tamilnadu,Villupuram,11.9792,79.3186,2019,7.55,510,0,329.0,21.0,5.3,2.2,240,68.0,17.0,27.0,1.5,0.35,306.0,0
Tamilnadu,Villupuram,11.9758,79.3119,2019,7.33,1391,0,299.0,256.0,95.0,56.0,300,82.0,23.0,183.0,6.7,0.58,834.6,1
Tamilnadu,Villupuram,11.9583,79.2167,2019,7.43,874,0,354.0,100.0,38.0,23.0,295,72.0,28.0,77.0,1.4,0.2,524.4,1
Tamilnadu,Villupuram,11.9986,79.1658,2019,7.32,2270,0,207.0,526.0,217.0,0.6,500,88.0,66.0,258.0,2.7,0.91,1362.0,1
Tamilnadu,Villupuram,11.9,79.05,2019,7.27,1254,0,336.0,213.0,62.0,92.0,380,100.0,32.0,108.0,20.0,0.0,752.4,1
Tamilnadu,Villupuram,11.8833,78.9167,2019,7.1,1000,0,195.0,178.0,95.0,52.0,330,62.0,43.0,79.0,7.4,0.06,600.0,1
Tamilnadu,Villupuram,11.8833,78.9167,2019,7.0,1894,0,451.0,334.0,89.0,21.0,590,116.0,73.0,161.0,4.4,0.3,1136.4,1
Tamilnadu,Villupuram,11.8592,78.9314,2019,7.49,2360,0,342.0,427.0,106.0,88.0,440,72.0,63.0,287.0,7.0,0.7,1416.0,1
Tamilnadu,Villupuram,11.7056,78.97,2019,7.68,2210,0,634.0,270.0,125.0,66.0,600,180.0,36.0,185.0,52.0,0.42,1326.0,1
Tamilnadu,Villupuram,11.9383,78.8861,2019,7.58,1439,0,342.0,220.0,64.0,30.0,465,98.0,54.0,106.0,5.1,0.38,863.4,1
Tamilnadu,Villupuram,11.7361,78.85,2019,7.16,1473,0,317.0,228.0,75.0,84.0,415,126.0,24.0,125.0,3.6,0.32,883.8,1
Tamilnadu,Villupuram,11.7417,78.9667,2019,7.23,1494,0,329.0,256.0,57.0,33.0,430,108.0,39.0,129.0,2.4,0.56,896.4,1
Tamilnadu,Villupuram,11.7672,78.87,2019,7.33,1952,0,354.0,249.0,334.0,38.0,760,140.0,100.0,119.0,1.8,1.28,1171.2,2
Tamilnadu,Villupuram,11.6803,78.9192,2019,7.55,1188,0,305.0,192.0,50.0,29.0,390,96.0,36.0,87.0,2.1,0.6,712.8,1
Tamilnadu,Villupuram,11.8,79.0917,2019,7.2,1726,0,281.0,284.0,103.0,109.0,460,138.0,28.0,155.0,4.1,0.36,1035.6,2
Tamilnadu,Villupuram,11.7306,79.0917,2019,7.25,1939,0,342.0,391.0,72.0,45.0,410,114.0,30.0,215.0,6.8,0.54,1163.4,1
Tamilnadu,Villupuram,11.72,79.0778,2019,7.54,4150,0,378.0,811.0,218.0,314.0,1060,264.0,97.0,279.0,156.0,0.28,2490.0,2
Tamilnadu,Villupuram,11.7319,79.125,2019,7.73,868,0,403.0,43.0,63.0,14.0,300,76.0,27.0,35.0,3.7,0.78,520.8,1
Tamilnadu,Villupuram,11.7219,79.1289,2019,7.7,1153,0,451.0,107.0,63.0,52.0,460,116.0,41.0,67.0,4.6,0.96,691.8,1
Tamilnadu,Villupuram,11.7042,79.3317,2019,7.34,1161,0,244.0,64.0,308.0,24.0,470,148.0,24.0,55.0,4.2,0.54,696.6,1
Tamilnadu,Villupuram,11.5322,79.1239,2019,7.67,1899,0,598.0,327.0,52.0,17.0,565,138.0,54.0,179.0,3.5,0.96,1139.4,1
Tamilnadu,Villupuram,11.625,79.1944,2019,6.81,1448,0,464.0,178.0,76.0,101.0,460,128.0,34.0,143.0,8.7,0.96,868.8,2
Tamilnadu,Cuddalore,11.4817,79.0458,2019,7.61,1573,0,500.0,206.0,58.0,124.0,540,168.0,29.0,111.0,4.6,1.0,943.8,2
Tamilnadu,Cuddalore,11.5125,79.0111,2019,7.38,2540,0,415.0,356.0,573.0,1.1,820,152.0,107.0,207.0,4.1,0.84,1524.0,2
Tamilnadu,Cuddalore,11.4083,79.0083,2019,7.3,1586,0,354.0,270.0,54.0,102.0,600,140.0,61.0,69.0,1.1,0.6,951.6,2
Tamilnadu,Perambalur,11.3475,78.9489,2019,7.4,1557,0,256.0,220.0,90.0,250.0,710,116.0,102.0,24.0,2.2,0.62,934.2,2
Tamilnadu,Perambalur,11.2583,78.9417,2019,7.41,2500,0,439.0,412.0,148.0,205.0,740,192.0,63.0,178.0,22.0,0.64,1500.0,2
Tamilnadu,Perambalur,11.3083,78.9167,2019,7.68,2300,0,525.0,384.0,103.0,124.0,680,112.0,97.0,141.0,66.0,0.94,1380.0,2
Tamilnadu,Perambalur,11.3369,78.6853,2019,7.74,1933,0,183.0,220.0,560.0,1.5,330,104.0,17.0,251.0,1.5,1.04,1159.8,2
Tamilnadu,Perambalur,11.2714,78.8461,2019,7.5,1648,0,305.0,277.0,149.0,129.0,730,204.0,54.0,46.0,0.97,0.64,988.8,2
Tamilnadu,Perambalur,11.2347,78.8014,2019,7.66,1655,0,525.0,228.0,94.0,87.0,530,104.0,66.0,123.0,26.0,1.1,993.0,1
Tamilnadu,Perambalur,11.2153,78.7472,2019,7.54,1338,0,378.0,156.0,98.0,111.0,640,136.0,73.0,17.0,1.2,1.34,802.8,2
Tamilnadu,Perambalur,11.1347,78.775,2019,7.7,1668,0,476.0,199.0,92.0,105.0,340,84.0,32.0,116.0,147.0,0.7,1000.8,2
Tamilnadu,Perambalur,11.1586,78.9358,2019,7.46,4080,0,427.0,669.0,790.0,21.0,960,168.0,131.0,432.0,5.2,1.46,2448.0,2
Tamilnadu,Perambalur,11.2333,78.875,2019,7.52,2090,0,537.0,313.0,101.0,118.0,560,96.0,78.0,190.0,2.2,1.42,1254.0,2
Tamilnadu,Perambalur,11.2342,78.8911,2019,7.66,1744,0,425.0,313.0,133.0,88.0,610,100.0,88.0,148.0,3.0,0.98,1046.4,2
Tamilnadu,Perambalur,11.2406,78.9681,2019,7.62,942,0,317.0,114.0,92.0,31.0,290,68.0,29.0,93.0,3.2,0.57,565.2,1
Tamilnadu,Perambalur,11.2686,79.0311,2019,7.43,4100,0,342.0,526.0,1188.0,2.8,740,176.0,73.0,566.0,1.3,1.48,2460.0,2
Tamilnadu,Perambalur,11.3417,79.0625,2019,7.48,902,0,329.0,57.0,34.0,140.0,330,76.0,34.0,59.0,0.52,1.32,541.2,2
Tamilnadu,Ariyalur,11.0333,79.05,2019,7.87,1216,0,634.0,107.0,18.0,24.0,330,44.0,54.0,147.0,5.8,1.16,729.6,1
Tamilnadu,Ariyalur,11.1981,79.3272,2019,7.31,629,0,262.0,68.0,14.0,12.0,240,70.0,16.0,20.0,5.2,0.72,377.4,0
Tamilnadu,Ariyalur,11.2081,79.4475,2019,7.4,563,0,195.0,68.0,15.0,14.0,190,40.0,22.0,18.0,5.2,0.96,337.8,0
Tamilnadu,Ariyalur,11.2111,79.3958,2019,7.4,866,0,177.0,128.0,29.0,72.0,290,68.0,29.0,29.0,6.2,0.86,519.6,1
Tamilnadu,Ariyalur,11.2853,79.49,2019,7.36,791,0,189.0,132.0,39.0,8.4,235,66.0,17.0,39.0,8.7,0.36,474.6,0
Tamilnadu,Ariyalur,11.3478,79.3842,2019,6.56,202,0,73.0,21.0,1.1,11.0,70,12.0,10.0,7.8,0.59,0.34,121.2,0
Tamilnadu,Ariyalur,11.2658,79.0275,2019,7.03,176,0,55.0,21.0,5.4,2.5,60,16.0,5.0,4.5,0.96,0.56,105.6,0
Tamilnadu,Ariyalur,11.2333,79.315,2019,6.97,280,0,61.0,36.0,33.0,0.04,80,26.0,4.0,14.0,2.7,0.38,168.0,0
Tamilnadu,Ariyalur,11.3478,79.3842,2019,7.53,730,0,348.0,64.0,9.0,0.33,260,66.0,23.0,29.0,4.9,1.0,438.0,0
Tamilnadu,Ariyalur,11.2978,79.3775,2019,7.37,1842,0,281.0,356.0,111.0,41.0,420,116.0,32.0,141.0,54.0,1.04,1105.2,1
Tamilnadu,Ariyalur,11.41,79.3328,2019,7.2,307,0,98.0,28.0,30.0,1.7,100,24.0,10.0,11.0,3.6,0.56,184.2,0
Tamilnadu,Ariyalur,11.3992,79.3208,2019,7.14,260,0,104.0,21.0,5.4,20.0,100,30.0,6.0,8.1,1.2,0.64,156.0,0
Tamilnadu,Villupuram,11.6611,79.2944,2019,7.31,989,0,329.0,114.0,74.0,27.0,345,64.0,45.0,47.0,7.3,0.56,593.4,1
Tamilnadu,Villupuram,11.6875,79.3,2019,7.6,1680,0,537.0,277.0,52.0,4.1,470,76.0,68.0,142.0,3.0,1.26,1008.0,1
Tamilnadu,Villupuram,12.1922,79.6261,2019,7.11,2240,0,561.0,427.0,128.0,92.0,740,192.0,78.0,96.0,40.0,0.46,1344.0,2
Tamilnadu,Villupuram,12.1833,79.6667,2019,7.67,6430,0,415.0,1650.0,550.0,0.67,800,112.0,126.0,1055.0,0.95,1.24,3858.0,2
Tamilnadu,Villupuram,12.2889,79.8008,2019,7.77,1724,0,634.0,199.0,59.0,77.0,550,88.0,80.0,119.0,0.79,1.28,1034.4,1
Tamilnadu,Dharmapuri,12.0,78.25,2019,7.5,699,0,384.0,28.0,46.0,1.6,220,36.0,32.0,69.0,4.3,0.3,419.4,1
Tamilnadu,Dharmapuri,12.1292,78.1722,2019,7.33,799,0,396.0,46.0,34.0,28.0,345,60.0,47.0,38.0,1.6,0.61,479.4,1
Tamilnadu,Dharmapuri,12.2017,78.3544,2019,7.53,708,0,348.0,46.0,29.0,8.6,240,46.0,30.0,65.0,1.32,1.57,424.8,2
Tamilnadu,Dharmapuri,12.1128,78.4942,2019,7.8,1241,0,586.0,100.0,95.0,1.6,245,54.0,27.0,206.0,10.0,1.6,744.6,2
Tamilnadu,Dharmapuri,12.0417,78.4833,2019,7.83,1315,0,653.0,92.0,91.0,0.62,300,34.0,52.0,208.0,10.0,1.58,789.0,2
Tamilnadu,Dharmapuri,12.1333,78.0583,2019,7.89,2630,0,695.0,370.0,235.0,184.0,600,136.0,63.0,238.0,154.0,0.45,1578.0,2
Tamilnadu,Dharmapuri,12.1942,78.295,2019,7.37,853,0,335.0,57.0,32.0,56.0,365,90.0,34.0,26.0,4.3,1.51,511.8,2
Tamilnadu,Dharmapuri,12.1331,78.3197,2019,7.51,1497,0,195.0,192.0,108.0,118.0,485,108.0,52.0,110.0,3.6,1.0,898.2,2
Tamilnadu,Dharmapuri,11.9167,78.3361,2019,7.8,1067,0,506.0,128.0,44.0,2.1,275,32.0,47.0,147.0,4.0,1.38,640.2,1
Tamilnadu,Dharmapuri,11.5256,78.05,2019,7.36,813,0,354.0,53.0,39.0,59.0,380,94.0,35.0,28.0,0.76,0.58,487.8,1
Tamilnadu,Dharmapuri,12.0525,78.2806,2019,7.68,1872,0,335.0,409.0,71.0,104.0,780,80.0,141.0,96.0,2.0,1.26,1123.2,2
Tamilnadu,Dharmapuri,12.1081,78.4128,2019,8.08,1886,0,281.0,213.0,428.0,27.0,535,60.0,94.0,230.0,13.0,1.51,1131.6,2
Tamilnadu,Salem,11.5667,78.0842,2019,7.78,4350,0,854.0,882.0,130.0,12.0,620,70.0,108.0,609.0,7.0,3.02,2610.0,2
Tamilnadu,Salem,11.5917,78.5861,2019,7.35,1782,0,512.0,220.0,217.0,33.0,600,60.0,109.0,124.0,7.3,0.08,1069.2,2
Tamilnadu,Salem,11.5253,78.075,2019,7.1,8280,0,464.0,2219.0,532.0,29.0,2200,296.0,355.0,740.0,23.0,1.46,4968.0,2
Tamilnadu,Salem,11.5253,78.075,2019,7.44,4920,0,500.0,1209.0,226.0,33.0,1100,144.0,180.0,485.0,4.5,1.42,2952.0,2
Tamilnadu,Salem,11.6,78.6083,2019,7.41,1749,0,512.0,213.0,211.0,26.0,560,60.0,100.0,127.0,6.9,0.14,1049.4,1
Tamilnadu,Salem,11.6442,77.825,2019,7.76,2520,0,293.0,213.0,804.0,147.0,1325,245.0,173.0,79.0,25.0,1.2,1512.0,2
Tamilnadu,Salem,11.6089,78.0108,2019,7.73,1164,0,488.0,114.0,62.0,31.0,380,40.0,68.0,94.0,17.0,2.1,698.4,2
Tamilnadu,Salem,11.4958,78.65,2019,7.42,3540,0,415.0,597.0,294.0,282.0,860,128.0,131.0,306.0,14.0,0.6,2124.0,2
Tamilnadu,Salem,11.4603,78.5875,2019,7.47,2480,0,500.0,384.0,257.0,52.0,680,96.0,107.0,200.0,7.0,1.06,1488.0,2
Tamilnadu,Salem,11.7056,77.8722,2019,7.74,2650,0,793.0,334.0,199.0,34.0,530,68.0,87.0,266.0,43.0,1.35,1590.0,1
Tamilnadu,Salem,11.8542,78.0833,2019,7.83,3240,0,781.0,469.0,206.0,234.0,820,160.0,102.0,295.0,22.0,0.32,1944.0,2
Tamilnadu,Salem,11.5417,78.4917,2019,7.49,1682,0,403.0,263.0,200.0,0.4,640,88.0,102.0,72.0,6.5,0.48,1009.2,2
Tamilnadu,Salem,11.8472,77.7472,2019,7.27,1945,0,342.0,334.0,156.0,92.0,590,152.0,51.0,135.0,1.5,0.75,1167.0,1
Tamilnadu,Salem,11.5833,77.7917,2019,7.15,649,0,342.0,64.0,27.0,1.3,260,80.0,15.0,39.0,6.8,0.54,389.4,1
Tamilnadu,Salem,11.5375,78.1458,2019,7.53,1838,0,708.0,228.0,120.0,38.0,500,60.0,85.0,206.0,38.0,1.45,1102.8,1
Tamilnadu,Salem,11.8089,77.7889,2019,7.68,662,0,317.0,64.0,28.0,17.0,270,56.0,32.0,36.0,2.4,0.78,397.2,1
Tamilnadu,Salem,12.8111,79.3972,2019,7.67,1902,0,366.0,256.0,180.0,23.0,480,40.0,92.0,246.0,16.0,1.28,1141.2,1
Tamilnadu,Salem,11.8075,77.8297,2019,7.38,677,0,293.0,57.0,51.0,1.5,240,64.0,19.0,64.0,0.99,1.06,406.2,1
Tamilnadu,Salem,11.4667,78.4825,2019,7.55,1096,0,329.0,135.0,48.0,49.0,230,48.0,27.0,76.0,118.0,0.47,657.6,1
Tamilnadu,Salem,11.6456,78.5144,2019,7.45,686,0,244.0,85.0,26.0,13.0,250,56.0,27.0,50.0,2.0,0.48,411.6,0
Tamilnadu,Salem,11.5694,78.0722,2019,7.2,5830,0,451.0,1536.0,207.0,114.0,1360,200.0,209.0,601.0,11.0,1.45,3498.0,2
Tamilnadu,Salem,11.5256,78.05,2019,7.2,5040,0,366.0,1280.0,319.0,49.0,1040,232.0,112.0,604.0,6.2,1.4,3024.0,2
Tamilnadu,Salem,11.5917,78.1114,2019,7.29,3760,0,329.0,996.0,78.0,28.0,1060,160.0,161.0,344.0,5.1,0.9,2256.0,2
Tamilnadu,Salem,11.6083,78.1083,2019,7.29,8900,0,403.0,2575.0,309.0,94.0,1600,264.0,229.0,1198.0,128.0,1.1,5340.0,2
Tamilnadu,Salem,11.6264,78.7833,2019,8.0,686,0,415.0,36.0,36.0,0.1,230,28.0,39.0,70.0,4.1,0.41,411.6,1
Tamilnadu,Salem,11.6667,78.1583,2019,7.76,930,0,476.0,92.0,38.0,23.0,350,24.0,71.0,82.0,4.0,0.91,558.0,1
Tamilnadu,Salem,11.6594,78.1664,2019,7.61,1973,0,671.0,199.0,168.0,148.0,600,72.0,102.0,205.0,5.3,1.16,1183.8,2
Tamilnadu,Salem,11.7472,77.9306,2019,7.5,1422,0,439.0,149.0,199.0,19.0,380,68.0,51.0,154.0,12.0,1.15,853.2,1
Tamilnadu,Salem,11.6553,78.3383,2019,7.32,1300,0,268.0,228.0,93.0,32.0,430,104.0,41.0,77.0,2.5,1.0,780.0,1
Tamilnadu,Salem,11.5583,78.0917,2019,7.37,9760,0,464.0,2731.0,532.0,2.4,1680,176.0,302.0,1334.0,18.0,1.43,5856.0,2
Tamilnadu,Salem,11.6472,78.1092,2019,7.3,3190,0,878.0,555.0,120.0,0.65,820,64.0,161.0,331.0,13.0,1.52,1914.0,2
Tamilnadu,Salem,11.4358,78.5042,2019,7.63,1782,0,525.0,235.0,98.0,153.0,600,64.0,107.0,133.0,7.4,1.13,1069.2,2
Tamilnadu,Salem,11.5833,78.7583,2019,7.46,1922,0,293.0,405.0,122.0,33.0,550,100.0,73.0,184.0,4.5,0.6,1153.2,1
Tamilnadu,Salem,11.5903,78.5558,2019,7.56,1408,0,268.0,220.0,152.0,73.0,490,96.0,61.0,71.0,7.0,0.85,844.8,1
Tamilnadu,Salem,11.6458,78.4125,2019,7.88,604,0,256.0,71.0,20.0,9.4,200,48.0,20.0,39.0,1.5,1.04,362.4,1
Tamilnadu,Salem,11.6528,78.0819,2019,7.73,2830,0,500.0,469.0,182.0,163.0,750,96.0,124.0,260.0,8.0,1.38,1698.0,2
Tamilnadu,Salem,11.5736,78.0728,2019,7.7,5760,0,622.0,1422.0,187.0,50.0,1020,88.0,195.0,746.0,13.0,1.48,3456.0,2
Tamilnadu,Salem,11.4753,78.7361,2019,7.9,2680,0,647.0,448.0,142.0,23.0,740,144.0,92.0,232.0,36.0,0.71,1608.0,2
Tamilnadu,Salem,11.7833,78.2111,2019,7.89,469,0,183.0,57.0,12.0,5.1,160,56.0,5.0,20.0,6.0,0.38,281.4,0
Tamilnadu,Karur,10.4345,78.2441,2019,7.73,3450,0,610.0,711.0,189.0,1.5,520,160.0,29.0,448.0,67.0,0.94,2070.0,2
Tamilnadu,Karur,10.5034,78.0953,2019,7.82,815,0,354.0,46.0,26.0,51.0,320,86.0,25.0,39.0,7.2,1.52,489.0,2
Tamilnadu,Karur,10.5659,78.1418,2019,7.46,1716,0,317.0,292.0,102.0,92.0,480,124.0,41.0,140.0,14.0,0.86,1029.6,1
Tamilnadu,Coimbatore,11.0149,77.17,2019,7.61,1055,0,226.0,149.0,61.0,101.0,210,44.0,24.0,140.0,5.9,1.12,633.0,2
Tamilnadu,Coimbatore,11.0841,77.1834,2019,7.52,594,0,244.0,53.0,25.0,13.0,270,68.0,24.0,33.0,5.1,0.1,356.4,0
Tamilnadu,Tirupur,11.0656,77.2309,2019,7.67,5100,0,537.0,1209.0,352.0,185.0,1260,88.0,253.0,462.0,103.0,1.33,3060.0,2
Tamilnadu,Tirupur,11.0707,77.2701,2019,7.3,6320,0,512.0,1465.0,478.0,130.0,2140,360.0,301.0,668.0,21.0,1.14,3792.0,2
Tamilnadu,Coimbatore,11.18,77.1023,2019,6.36,116,0,49.0,18.0,2.6,0.11,50,12.0,5.0,6.8,1.2,0.1,69.6,2
Tamilnadu,Coimbatore,11.1346,77.0555,2019,7.62,1637,0,378.0,206.0,84.0,154.0,430,94.0,47.0,133.0,118.0,0.36,982.2,2
Tamilnadu,Nilgiris,11.2155,76.5402,2019,7.9,190,0,85.0,14.0,4.1,10.0,90,16.0,12.0,3.5,1.0,0.14,114.0,0
Tamilnadu,Nilgiris,11.2553,76.5143,2019,7.63,295,0,110.0,18.0,1.1,50.0,120,40.0,5.0,7.9,2.4,0.02,177.0,1
Tamilnadu,Nilgiris,11.2416,76.4204,2019,7.56,613,0,92.0,89.0,24.0,92.0,190,68.0,5.0,38.0,22.0,0.02,367.8,1
Tamilnadu,Nilgiris,11.2757,76.3613,2019,7.6,302,0,31.0,50.0,5.0,47.0,70,24.0,2.0,20.0,14.0,0.0,181.2,1
Tamilnadu,Nilgiris,11.305,79.1637,2019,6.6,360,0,104.0,32.0,4.0,61.0,175,62.0,5.0,9.0,5.8,0.12,216.0,1
Tamilnadu,Nilgiris,11.2124,76.4702,2019,7.1,324,0,55.0,46.0,2.0,52.0,150,22.0,23.0,9.7,1.7,0.08,194.4,1
Tamilnadu,Coimbatore,11.1033,77.0327,2019,7.25,1484,0,323.0,249.0,32.0,116.0,555,116.0,64.0,128.0,18.0,0.58,890.4,2
Tamilnadu,Coimbatore,11.0229,77.0002,2019,7.83,1854,0,451.0,75.0,474.0,24.0,330,66.0,40.0,373.0,7.7,1.56,1112.4,2
Tamilnadu,Coimbatore,10.5136,76.5341,2019,7.82,622,0,323.0,43.0,14.0,11.0,335,76.0,35.0,29.0,4.8,0.52,373.2,1
Tamilnadu,Coimbatore,10.5914,76.5041,2019,7.63,1738,0,268.0,299.0,109.0,84.0,530,92.0,73.0,167.0,8.7,0.7,1042.8,1
Tamilnadu,Coimbatore,11.1152,76.5134,2019,7.65,1304,0,299.0,142.0,234.0,12.0,520,96.0,68.0,108.0,14.0,1.1,782.4,1
Tamilnadu,Coimbatore,11.1439,76.5727,2019,7.79,942,0,262.0,100.0,42.0,64.0,235,50.0,27.0,78.0,49.0,0.66,565.2,1
Tamilnadu,Coimbatore,10.4532,77.161,2019,7.85,2240,0,671.0,220.0,107.0,178.0,690,148.0,78.0,209.0,27.0,1.14,1344.0,2
