State,District,Latitude,Longitude,Year,pH,EC,CO3,HCO3,Cl,SO4,NO3,TH,Ca,Mg,Na,K,F,TDS,Water_Quality
Tamilnadu,Coimbatore,10.5947,77.0018,2019,7.81,1685,0,427.0,206.0,133.0,89.0,410,64.0,61.0,233.0,7.5,0.88,1011.0,1
Tamilnadu,Coimbatore,11.0129,77.0712,2019,7.9,2230,0,525.0,320.0,95.0,131.0,580,196.0,22.0,212.0,20.0,0.58,1338.0,2
Tamilnadu,Coimbatore,11.0052,77.1116,2019,8.21,231,0,73.0,36.0,4.8,7.8,80,20.0,7.0,9.0,1.9,0.1,138.6,0
Tamilnadu,Coimbatore,11.0436,77.1131,2019,7.67,9050,0,549.0,2219.0,667.0,53.0,2880,584.0,345.0,814.0,22.0,1.38,5430.0,2
Tamilnadu,Coimbatore,10.484,76.5638,2019,8.03,1551,0,439.0,132.0,134.0,88.0,390,104.0,32.0,109.0,122.0,0.72,930.6,1
Tamilnadu,Coimbatore,10.3603,77.2238,2019,8.59,980,36,37.0,142.0,100.0,82.0,410,50.0,69.0,46.0,7.9,0.98,588.0,2
Tamilnadu,Trichy,10.8003,78.6967,2019,7.9,1208,0,238.0,227.0,57.0,48.5,480,112.0,49.0,59.0,10.0,0.76,724.8,1
Tamilnadu,Trichy,11.0847,78.725,2019,7.8,2670,0,354.0,440.0,172.0,304.9,740,80.0,131.0,284.0,12.0,1.47,1602.0,2
Tamilnadu,Trichy,10.9417,78.9125,2019,7.7,6770,0,403.0,1960.0,204.0,95.0,1800,240.0,292.0,719.0,66.0,0.8,4062.0,2
Tamilnadu,Trichy,11.0458,78.9583,2019,7.9,3420,0,354.0,838.0,108.0,98.0,860,192.0,92.0,328.0,36.0,0.69,2052.0,2
Tamilnadu,Trichy,10.8728,77.7647,2019,7.8,1512,0,397.0,241.0,126.5,0.3,630,116.0,83.0,69.0,5.0,0.79,907.2,2
Tamilnadu,Trichy,10.8558,78.6867,2019,7.9,902,0,275.0,121.0,59.0,0.1,270,44.0,39.0,74.0,5.0,0.8,541.2,1
Tamilnadu,Trichy,10.8692,78.6906,2019,8.0,472,0,159.0,57.0,33.5,0.1,170,36.0,19.0,28.0,12.0,1.1,283.2,1
Tamilnadu,Trichy,10.745,78.7117,2019,8.1,1820,0,397.0,405.0,41.0,0.3,560,76.0,90.0,168.0,10.0,1.66,1092.0,2
Tamilnadu,Trichy,10.9569,78.6675,2019,8.5,1735,90,323.0,227.0,55.0,133.4,520,116.0,56.0,91.0,152.0,0.38,1041.0,2
Tamilnadu,Trichy,11.0167,78.6375,2019,8.0,2680,0,207.0,533.0,240.5,234.8,580,144.0,54.0,339.0,8.0,0.96,1608.0,2
Tamilnadu,Trichy,11.15,78.6,2019,9.1,1762,96,201.0,355.0,21.0,69.5,310,40.0,51.0,264.0,2.0,1.43,1057.2,2
Tamilnadu,Trichy,11.0306,78.4328,2019,9.4,959,60,31.0,206.0,23.0,51.6,130,32.0,12.0,128.0,59.0,0.7,575.4,2
Tamilnadu,Trichy,10.9917,78.3292,2019,8.0,1767,0,244.0,376.0,63.0,103.8,750,152.0,90.0,67.0,10.0,0.74,1060.2,2
Tamilnadu,Trichy,10.9583,78.45,2019,8.1,1749,0,238.0,263.0,241.0,87.4,370,96.0,32.0,203.0,26.0,1.05,1049.4,1
Tamilnadu,Trichy,10.9014,78.6039,2019,8.0,2780,0,366.0,533.0,125.0,231.6,480,84.0,66.0,272.0,204.0,0.75,1668.0,2
Tamilnadu,Trichy,10.8906,78.5317,2019,8.0,1185,0,275.0,192.0,90.5,53.3,460,92.0,56.0,67.0,13.0,0.69,711.0,1
Tamilnadu,Trichy,10.55,78.3,2019,7.7,3020,0,159.0,902.0,23.5,69.4,1220,296.0,117.0,120.0,7.0,0.89,1812.0,2
Tamilnadu,Trichy,10.6381,78.4467,2019,8.1,670,0,183.0,85.0,23.5,56.2,240,52.0,27.0,35.0,4.0,0.65,402.0,1
Tamilnadu,Trichy,10.75,78.825,2019,8.6,1025,48,31.0,220.0,31.0,59.4,290,56.0,36.0,99.0,11.0,0.64,615.0,2
Tamilnadu,Thanjavur,10.7339,78.8711,2019,8.1,1977,0,329.0,483.0,16.0,56.7,520,132.0,46.0,206.0,1.0,1.02,1186.2,1
Tamilnadu,Thanjavur,10.7667,78.9972,2019,8.1,1106,0,171.0,256.0,32.0,56.3,410,136.0,17.0,75.0,2.0,1.07,663.6,1
Tamilnadu,Thanjavur,10.8542,78.9517,2019,8.1,768,0,195.0,114.0,46.5,52.4,310,88.0,22.0,36.0,1.0,0.5,460.8,1
Tamilnadu,Thanjavur,10.8781,79.0356,2019,7.8,1285,0,397.0,192.0,56.0,0.2,380,56.0,58.0,107.0,31.0,0.63,771.0,1
Tamilnadu,Thanjavur,10.8667,79.2833,2019,9.25,840,48,31.0,206.0,13.5,1.2,65,14.0,7.0,148.0,20.0,0.67,504.0,2
Tamilnadu,Nagapattinam,11.0944,79.6556,2019,8.4,750,42,104.0,121.0,60.5,6.0,210,64.0,12.0,80.0,10.0,0.55,450.0,0
Tamilnadu,Tiruvarur,10.9606,79.5733,2019,8.2,987,0,348.0,107.0,59.0,0.5,190,36.0,24.0,122.0,9.0,0.68,592.2,1
Tamilnadu,Tiruvarur,10.7458,79.4708,2019,8.0,875,0,268.0,142.0,15.5,0.3,230,48.0,27.0,86.0,4.0,0.6,525.0,1
Tamilnadu,Thanjavur,10.5475,79.4258,2019,7.6,1403,0,146.0,320.0,89.0,0.2,400,100.0,36.0,125.0,1.0,0.19,841.8,1
Tamilnadu,Nagapattinam,10.4083,79.6833,2019,7.6,3570,0,366.0,802.0,270.5,0.3,780,124.0,114.0,395.0,53.0,0.33,2142.0,2
Tamilnadu,Nagapattinam,10.35,79.8625,2019,9.34,1670,36,24.0,440.0,131.0,11.0,90,20.0,10.0,262.0,131.0,0.42,1002.0,2
Tamilnadu,Nagapattinam,10.4781,79.8292,2019,8.2,1823,0,500.0,305.0,38.0,0.1,460,148.0,22.0,143.0,88.0,1.14,1093.8,1
Tamilnadu,Nagapattinam,10.7667,79.7333,2019,7.7,5100,0,342.0,1363.0,306.0,0.5,1440,248.0,199.0,453.0,84.0,0.66,3060.0,2
Tamilnadu,Tiruvarur,10.7208,79.6417,2019,7.7,3060,0,384.0,717.0,172.5,16.6,600,104.0,83.0,390.0,54.0,0.68,1836.0,1
Tamilnadu,Nagapattinam,10.6289,79.7483,2019,8.9,2130,24,110.0,525.0,200.0,2.5,550,100.0,73.0,177.0,89.0,0.8,1278.0,2
Tamilnadu,Nagapattinam,10.6833,79.8375,2019,9.16,1038,36,98.0,178.0,90.0,71.1,220,76.0,7.0,114.0,28.0,1.02,622.8,2
Tamilnadu,Nagapattinam,10.7442,79.8503,2019,9.22,2500,36,98.0,703.0,125.5,37.1,190,32.0,27.0,456.0,67.0,0.78,1500.0,2
Tamilnadu,Karaikal,10.9583,79.8167,2019,7.9,1098,0,293.0,185.0,62.0,0.1,460,84.0,61.0,44.0,12.0,0.45,658.8,1
Tamilnadu,Vellore,12.8525,79.1097,2019,7.55,3200,0,354.0,669.0,220.0,104.0,850,128.0,129.0,299.0,7.4,2.32,1920.0,2
Tamilnadu,Vellore,12.9,78.9458,2019,7.83,1446,0,183.0,228.0,89.0,144.0,410,116.0,29.0,109.0,0.92,0.65,867.6,2
Tamilnadu,Vellore,12.9556,78.9944,2019,7.88,2500,0,207.0,462.0,122.0,182.0,600,72.0,102.0,217.0,3.9,0.63,1500.0,2
Tamilnadu,Vellore,12.8667,78.7083,2019,7.73,6910,0,146.0,1892.0,248.0,74.0,2250,556.0,209.0,414.0,5.2,0.68,4146.0,2
Tamilnadu,Vellore,12.8556,78.8333,2019,8.05,1032,0,500.0,100.0,61.0,4.0,330,40.0,56.0,89.0,4.2,1.09,619.2,1
Tamilnadu,Vellore,12.8544,78.8625,2019,8.1,1839,0,37.0,356.0,155.0,28.0,580,104.0,78.0,97.0,48.0,0.31,1103.4,1
Tamilnadu,Vellore,12.7708,78.8833,2019,8.17,2240,0,329.0,469.0,115.0,43.0,630,56.0,119.0,173.0,3.9,0.59,1344.0,2
Tamilnadu,Vellore,12.6464,78.6992,2019,7.83,3700,0,720.0,633.0,186.0,27.0,710,60.0,136.0,506.0,1.0,1.54,2220.0,2
Tamilnadu,Vellore,12.6222,78.75,2019,7.85,2470,0,610.0,320.0,85.0,128.0,610,64.0,109.0,301.0,7.6,1.52,1482.0,2
Tamilnadu,Vellore,12.5778,78.8125,2019,7.79,1792,0,464.0,228.0,155.0,70.0,580,48.0,112.0,189.0,6.2,1.53,1075.2,2
Tamilnadu,Vellore,12.6586,78.7675,2019,7.78,824,0,305.0,100.0,36.0,0.68,300,68.0,32.0,73.0,5.1,1.5,494.4,1
Tamilnadu,Vellore,12.3722,78.5889,2019,7.88,1373,0,390.0,206.0,77.0,1.3,480,64.0,78.0,122.0,8.6,1.55,823.8,2
Tamilnadu,Vellore,12.4778,78.4556,2019,7.74,2960,0,256.0,555.0,131.0,179.0,770,124.0,112.0,302.0,15.0,0.94,1776.0,2
Tamilnadu,Krishnagiri,12.3833,78.4139,2019,7.6,2640,0,464.0,405.0,78.0,181.0,770,136.0,105.0,249.0,9.1,0.98,1584.0,2
Tamilnadu,Krishnagiri,12.4025,78.3436,2019,6.52,1450,0,415.0,256.0,19.0,0.44,380,100.0,32.0,162.0,15.0,1.09,870.0,1
Tamilnadu,Krishnagiri,12.3408,78.2458,2019,7.17,2570,0,525.0,377.0,114.0,50.0,770,164.0,88.0,209.0,47.0,1.21,1542.0,2
Tamilnadu,Krishnagiri,12.3917,78.2469,2019,7.32,3270,0,512.0,597.0,85.0,114.0,790,168.0,90.0,303.0,89.0,0.93,1962.0,2
Tamilnadu,Krishnagiri,12.6667,78.025,2019,7.94,1856,0,110.0,327.0,94.0,248.0,370,44.0,63.0,231.0,3.6,0.73,1113.6,2
Tamilnadu,Krishnagiri,12.5347,78.0489,2019,7.66,940,0,305.0,93.0,102.0,0.49,330,88.0,27.0,80.0,3.8,0.85,564.0,1
Tamilnadu,Krishnagiri,12.5458,78.3583,2019,7.55,1933,0,464.0,320.0,328.0,1.7,510,68.0,83.0,229.0,15.0,1.2,1159.8,1
Tamilnadu,Vellore,12.4625,78.4667,2019,6.64,4100,0,378.0,953.0,170.0,146.0,1240,184.0,190.0,440.0,24.0,0.97,2460.0,2
Tamilnadu,Vellore,12.725,78.6583,2019,7.0,5660,0,281.0,1259.0,482.0,287.0,1210,192.0,180.0,793.0,2.8,1.15,3396.0,2
Tamilnadu,Vellore,12.975,79.1208,2019,7.47,1840,0,439.0,292.0,135.0,58.0,440,72.0,63.0,265.0,7.6,0.99,1104.0,1
Tamilnadu,Vellore,12.9917,79.3083,2019,8.21,1622,0,293.0,263.0,115.0,71.0,440,104.0,44.0,211.0,2.5,0.63,973.2,1
Tamilnadu,Dindigul,10.4792,78.1833,2019,7.76,1536,0,329.0,291.0,64.0,12.0,480,76.0,70.0,175.0,8.3,0.86,921.6,1
Tamilnadu,Dindigul,10.3583,78.1,2019,7.74,1810,0,183.0,405.0,100.0,65.0,570,128.0,61.0,160.0,8.5,0.7,1086.0,1
Tamilnadu,Dindigul,10.4053,78.0453,2019,8.33,426,66,79.0,18.0,12.0,2.3,96,32.0,3.9,40.0,4.2,1.37,255.6,1
Tamilnadu,Dindigul,10.4597,78.0272,2019,7.92,6100,0,329.0,1863.0,30.0,136.0,1420,244.0,197.0,732.0,6.8,1.6,3660.0,2
Tamilnadu,Dindigul,10.5458,78.0719,2019,7.62,1551,0,256.0,298.0,147.0,60.0,550,84.0,83.0,121.0,21.0,0.7,930.6,1
Tamilnadu,Dindigul,10.6806,78.1156,2019,8.23,1153,0,232.0,192.0,79.0,85.0,240,48.0,29.0,137.0,39.0,0.62,691.8,1
Tamilnadu,Dindigul,10.7272,78.1392,2019,7.93,1790,0,220.0,376.0,118.0,63.0,490,76.0,73.0,164.0,19.0,0.89,1074.0,1
Tamilnadu,Dindigul,10.7472,78.0917,2019,7.86,2180,0,171.0,142.0,751.0,27.0,960,132.0,153.0,172.0,15.0,1.13,1308.0,2
Tamilnadu,Dindigul,10.7583,78.0333,2019,8.54,729,30,37.0,132.0,67.0,1.0,110,18.0,16.0,85.0,18.0,0.84,437.4,2
Tamilnadu,Dindigul,10.5983,77.9756,2019,7.79,3010,0,85.0,953.0,30.0,85.0,1190,188.0,175.0,135.0,13.0,1.33,1806.0,2
Tamilnadu,Dindigul,10.4619,77.9467,2019,8.06,694,0,92.0,89.0,20.0,125.0,335,50.0,51.0,20.0,8.4,0.3,416.4,2
Tamilnadu,Dindigul,10.4083,77.9667,2019,8.71,1306,120,268.0,128.0,50.0,1.1,195,20.0,35.0,151.0,138.0,0.13,783.6,2
Tamilnadu,Dindigul,10.4908,77.7528,2019,7.66,2300,0,134.0,441.0,151.0,200.0,960,100.0,173.0,122.0,3.4,0.86,1380.0,2
Tamilnadu,Dindigul,10.4875,77.7542,2019,8.1,1364,0,317.0,213.0,66.0,77.0,420,60.0,66.0,162.0,1.5,0.85,818.4,1
Tamilnadu,Dindigul,10.4667,77.6583,2019,7.9,1510,0,195.0,256.0,120.0,154.0,790,148.0,102.0,70.0,2.9,0.7,906.0,2
Tamilnadu,Dindigul,10.4333,77.5125,2019,8.05,1233,0,451.0,163.0,60.0,1.2,535,50.0,100.0,86.0,5.0,1.14,739.8,1
Tamilnadu,Dindigul,10.5333,77.5208,2019,7.94,933,0,232.0,75.0,29.0,157.0,425,82.0,54.0,49.0,6.3,1.08,559.8,2
Tamilnadu,Dindigul,10.59,77.5269,2019,7.9,1687,0,232.0,270.0,89.0,220.0,570,116.0,68.0,140.0,30.0,1.28,1012.2,2
Tamilnadu,Dindigul,10.4658,77.8056,2019,7.92,1285,0,244.0,234.0,54.0,92.0,530,72.0,85.0,71.0,5.4,0.6,771.0,1
Tamilnadu,Dindigul,10.4167,77.8611,2019,8.01,948,0,195.0,135.0,23.0,106.0,440,62.0,69.0,45.0,8.4,0.62,568.8,2
Tamilnadu,Dindigul,10.4167,77.8611,2019,8.47,1447,84,488.0,121.0,44.0,19.0,260,30.0,45.0,195.0,15.0,4.2,868.2,2
Tamilnadu,Dindigul,10.3667,77.9708,2019,7.95,3160,0,378.0,697.0,180.0,54.0,820,152.0,107.0,315.0,52.0,0.88,1896.0,2
Tamilnadu,Dindigul,10.2583,77.925,2019,8.65,744,60,85.0,121.0,49.0,16.0,220,20.0,41.0,84.0,5.3,0.34,446.4,2
Tamilnadu,Dindigul,10.3278,77.9333,2019,8.31,1394,84,305.0,178.0,57.0,66.0,490,56.0,85.0,171.0,7.7,1.21,836.4,1
Tamilnadu,Dindigul,10.2725,77.8356,2019,8.2,1289,0,366.0,342.0,84.0,23.0,450,72.0,66.0,140.0,19.0,0.27,773.4,1
Tamilnadu,Dindigul,10.2378,77.7708,2019,8.1,1340,0,476.0,128.0,168.0,27.0,430,60.0,68.0,183.0,1.3,1.48,804.0,1
Tamilnadu,Dindigul,10.2681,77.5417,2019,8.6,338,24,12.0,64.0,2.6,36.0,110,24.0,12.0,29.0,3.1,0.08,202.8,2
Tamilnadu,Theni,10.0278,77.475,2019,8.75,784,18,12.0,132.0,55.0,64.0,110,30.0,8.5,82.0,78.0,0.56,470.4,2
Tamilnadu,Theni,9.9917,77.4361,2019,8.73,1691,120,208.0,178.0,70.0,104.0,310,24.0,61.0,185.0,58.0,1.48,1014.6,2
Tamilnadu,Theni,9.8083,77.3333,2019,7.73,222,0,92.0,14.0,5.0,0.1,100,32.0,5.0,6.0,2.6,0.51,133.2,0
Tamilnadu,Theni,9.7417,77.2847,2019,7.62,1040,0,384.0,82.0,20.0,25.0,250,32.0,41.0,114.0,32.0,1.19,624.0,1
Tamilnadu,Theni,9.7092,77.3006,2019,6.5,3840,0,195.0,768.0,121.0,595.0,1550,284.0,204.0,267.0,1.5,0.89,2304.0,2
Tamilnadu,Theni,9.9625,77.45,2019,8.01,1046,0,525.0,64.0,6.0,15.0,385,88.0,40.0,77.0,42.0,0.94,627.6,1
Tamilnadu,Theni,10.0989,77.5717,2019,9.42,651,66,31.0,85.0,50.0,4.9,115,12.0,21.0,85.0,0.95,0.81,390.6,2
Tamilnadu,Theni,9.7358,77.5203,2019,8.27,1120,0,354.0,114.0,101.0,5.4,460,52.0,80.0,77.0,5.4,1.19,672.0,1
Tamilnadu,Theni,9.9036,77.6233,2019,8.37,790,42,256.0,50.0,12.0,40.0,305,28.0,57.0,64.0,1.5,1.55,474.0,2
Tamilnadu,Theni,9.9958,77.6292,2019,9.07,1000,72,128.0,103.0,76.0,111.0,275,12.0,60.0,94.0,17.0,0.9,600.0,2
Tamilnadu,Madurai,9.9414,77.9681,2019,7.94,2170,0,256.0,448.0,76.0,66.0,430,96.0,46.0,285.0,3.3,0.55,1302.0,1
Tamilnadu,Madurai,9.9408,78.0006,2019,7.79,1040,0,342.0,85.0,120.0,23.0,430,68.0,63.0,85.0,4.5,0.9,624.0,1
Tamilnadu,Madurai,10.0814,77.9669,2019,7.84,2050,0,488.0,285.0,83.0,142.0,520,64.0,88.0,210.0,97.0,1.24,1230.0,2
Tamilnadu,Madurai,10.0792,78.175,2019,7.77,940,0,342.0,114.0,42.0,42.0,510,84.0,73.0,32.0,6.9,0.69,564.0,1
Tamilnadu,Madurai,9.9189,78.1119,2019,7.86,1570,0,305.0,285.0,62.0,35.0,490,52.0,88.0,164.0,11.0,0.33,942.0,1
Tamilnadu,Madurai,9.9272,78.1036,2019,8.46,1500,48,214.0,213.0,57.0,134.0,440,20.0,95.0,169.0,5.4,0.39,900.0,2
Tamilnadu,Madurai,9.8083,78.0994,2019,8.49,650,72,98.0,85.0,10.0,32.0,210,40.0,27.0,66.0,1.3,0.93,390.0,0
Tamilnadu,Madurai,9.7969,78.0933,2019,8.08,1759,0,122.0,469.0,8.0,87.0,740,152.0,88.0,110.0,3.0,0.92,1055.4,2
Tamilnadu,Madurai,9.7069,77.8856,2019,7.9,1770,0,500.0,263.0,246.0,2.0,435,38.0,83.0,199.0,14.0,1.58,1062.0,2
Tamilnadu,Madurai,9.7333,77.7922,2019,8.08,480,0,238.0,18.0,28.0,0.11,255,24.0,47.0,17.0,2.0,0.21,288.0,1
Tamilnadu,Madurai,9.75,77.675,2019,8.76,2290,132,256.0,277.0,270.0,95.0,590,40.0,119.0,314.0,5.0,1.57,1374.0,2
Tamilnadu,Madurai,10.0333,78.2,2019,7.82,921,0,244.0,132.0,69.0,35.0,265,84.0,13.0,64.0,4.0,1.14,552.6,1
Tamilnadu,Madurai,9.95,78.2072,2019,7.91,1508,0,421.0,245.0,38.0,56.0,410,50.0,69.0,160.0,11.0,1.53,904.8,2
Tamilnadu,Madurai,9.9333,78.1689,2019,7.74,1396,0,275.0,263.0,23.0,101.0,465,70.0,71.0,95.0,17.0,1.05,837.6,2
Tamilnadu,Madurai,9.9,78.1528,2019,7.85,4160,0,451.0,946.0,174.0,188.0,610,68.0,107.0,624.0,9.3,0.41,2496.0,2
Tamilnadu,Madurai,9.9833,78.1389,2019,7.65,1630,0,634.0,248.0,48.0,40.0,470,56.0,80.0,209.0,4.6,0.59,978.0,1
Tamilnadu,Theni,10.0833,77.5714,2019,7.5,3100,0,207.0,797.0,82.0,137.0,1270,200.0,187.0,72.0,8.9,0.47,1860.0,2
Tamilnadu,Virudhunagar,9.5111,78.1972,2019,7.5,1395,0,244.0,188.0,29.0,253.0,480,98.0,57.0,120.0,6.7,0.86,837.0,2
Tamilnadu,Virudhunagar,9.5583,77.9583,2019,7.68,3040,0,195.0,640.0,251.0,197.0,1390,296.0,158.0,130.0,24.0,0.66,1824.0,2
Tamilnadu,Virudhunagar,9.5108,77.755,2019,7.7,1325,0,195.0,167.0,300.0,28.0,470,38.0,91.0,127.0,2.8,1.42,795.0,1
Tamilnadu,Virudhunagar,9.45,77.7917,2019,7.6,2730,0,220.0,676.0,46.0,67.0,980,168.0,136.0,233.0,9.0,0.42,1638.0,2
Tamilnadu,Virudhunagar,9.4169,77.7506,2019,7.75,3330,0,317.0,533.0,523.0,109.0,730,128.0,100.0,413.0,34.0,2.4,1998.0,2
Tamilnadu,Virudhunagar,9.3639,77.6861,2019,7.81,4620,0,500.0,733.0,666.0,167.0,710,84.0,122.0,745.0,29.0,1.56,2772.0,2
Tamilnadu,Virudhunagar,9.4625,77.5417,2019,7.6,1855,0,354.0,348.0,143.0,39.0,520,80.0,78.0,242.0,3.0,0.9,1113.0,1
Tamilnadu,Tirunelveli,9.3403,77.4278,2019,8.03,211,0,92.0,14.0,4.0,2.2,95,26.0,7.0,7.8,1.1,0.22,126.6,0
Tamilnadu,Tirunelveli,9.1667,77.4,2019,7.75,1257,0,293.0,206.0,87.0,24.0,475,74.0,70.0,104.0,7.8,0.52,754.2,1
Tamilnadu,Tirunelveli,9.1833,77.4472,2019,7.78,2190,0,390.0,384.0,92.0,100.0,500,92.0,66.0,228.0,95.0,0.82,1314.0,1
Tamilnadu,Tirunelveli,9.2083,77.5583,2019,7.74,1094,0,256.0,156.0,81.0,22.0,485,112.0,50.0,64.0,2.6,0.5,656.4,1
Tamilnadu,Tirunelveli,9.1183,77.6125,2019,8.1,117,0,49.0,14.0,0.35,0.24,40,14.0,1.0,4.2,1.0,0.16,70.2,0
Tamilnadu,Tirunelveli,8.6611,77.625,2019,7.7,1498,0,268.0,238.0,42.0,148.0,650,158.0,62.0,84.0,7.3,0.52,898.8,2
Tamilnadu,Tirunelveli,8.8625,77.6528,2019,8.18,97,0,37.0,14.0,0.04,0.0,45,6.0,7.0,3.1,0.88,0.2,58.2,0
Tamilnadu,Tirunelveli,8.7322,77.7131,2019,7.29,769,0,360.0,60.0,29.0,12.0,255,46.0,34.0,61.0,4.7,0.54,461.4,1
Tamilnadu,Tirunelveli,8.7333,77.7333,2019,7.64,169,0,67.0,25.0,2.6,1.2,60,16.0,5.0,9.0,2.0,0.12,101.4,0
Tamilnadu,Tuticorin,8.8333,77.8958,2019,7.67,1137,0,488.0,68.0,46.0,40.0,280,76.0,22.0,92.0,127.0,0.34,682.2,1
Tamilnadu,Tuticorin,9.0278,78.0444,2019,7.91,2160,0,525.0,206.0,280.0,62.0,420,112.0,34.0,284.0,104.0,1.08,1296.0,1
Tamilnadu,Tuticorin,9.325,78.0819,2019,7.53,2930,0,207.0,427.0,111.0,472.0,1150,260.0,122.0,121.0,44.0,0.42,1758.0,2
Tamilnadu,Tuticorin,9.3136,78.1361,2019,8.05,240,0,98.0,21.0,1.4,0.0,115,32.0,8.5,7.0,1.9,0.18,144.0,0
Tamilnadu,Tuticorin,9.15,78.1667,2019,9.2,16710,200,634.0,3307.0,2980.0,17.0,180,32.0,24.0,3312.0,5.0,3.08,10026.0,2
Tamilnadu,Tuticorin,8.8083,78.1389,2019,8.12,425,0,128.0,57.0,10.0,14.0,155,42.0,12.0,27.0,1.5,0.56,255.0,0
Tamilnadu,Tuticorin,8.7344,77.9194,2019,7.95,1130,0,110.0,164.0,42.0,206.0,460,90.0,57.0,46.0,9.8,0.54,678.0,2
Tamilnadu,Tirunelveli,8.8625,77.5056,2019,7.75,120,0,43.0,18.0,3.0,1.0,50,10.0,6.0,5.0,0.52,0.18,72.0,0
Tamilnadu,Tirunelveli,9.0317,77.2717,2019,7.46,1009,0,262.0,117.0,40.0,92.0,415,112.0,33.0,66.0,3.5,0.44,605.4,1
Tamilnadu,Tirunelveli,8.7917,77.4333,2019,8.11,935,0,366.0,82.0,32.0,10.0,220,60.0,17.0,78.0,88.0,0.68,561.0,1
Tamilnadu,Tuticorin,8.625,77.9083,2019,7.0,539,0,238.0,57.0,14.0,0.12,185,44.0,18.0,62.0,0.0,0.74,323.4,0
Tamilnadu,Tuticorin,9.3333,78.9528,2019,7.81,289,0,122.0,36.0,5.8,0.44,105,30.0,7.0,24.0,4.0,0.34,173.4,0
Tamilnadu,Tuticorin,8.6083,77.85,2019,7.49,1952,0,146.0,462.0,58.0,147.0,840,224.0,68.0,92.0,14.0,0.34,1171.2,2
Tamilnadu,Tirunelveli,8.2867,77.8939,2019,7.57,940,0,232.0,171.0,41.0,30.0,235,58.0,22.0,61.0,65.0,0.2,564.0,1
Tamilnadu,Tirunelveli,8.2668,77.6847,2019,7.7,816,0,342.0,82.0,27.0,7.3,225,36.0,33.0,81.0,2.1,0.58,489.6,1
Tamilnadu,Kanyakumari,8.0833,77.55,2019,7.81,1394,0,244.0,292.0,34.0,32.0,235,58.0,22.0,170.0,4.6,0.96,836.4,1
Tamilnadu,Tirunelveli,8.1667,77.6167,2019,7.81,243,0,92.0,25.0,2.4,0.38,90,28.0,5.0,11.0,1.6,0.16,145.8,0
Tamilnadu,Kanyakumari,8.1917,77.2953,2019,7.9,165,0,18.0,43.0,4.0,4.3,50,8.0,7.0,13.0,2.9,0.1,99.0,0
Tamilnadu,Kanyakumari,8.3097,77.2142,2019,6.14,418,0,24.0,96.0,0.0,37.0,65,16.0,6.0,42.0,16.0,0.1,250.8,2
Tamilnadu,Kanyakumari,8.3333,77.2678,2019,6.25,307,0,73.0,46.0,4.9,13.0,75,24.0,4.0,20.0,5.7,0.16,184.2,2
Tamilnadu,Kanyakumari,8.2839,77.2719,2019,6.87,207,0,43.0,36.0,4.8,2.6,50,16.0,2.0,12.0,5.2,0.16,124.2,0
Tamilnadu,Kanyakumari,8.225,77.3583,2019,6.75,682,0,116.0,139.0,17.0,1.1,195,42.0,22.0,34.0,8.4,0.38,409.2,0
Tamilnadu,Kanyakumari,8.2583,77.4528,2019,7.15,1434,0,342.0,267.0,41.0,2.8,330,70.0,38.0,148.0,2.3,0.76,860.4,1
Tamilnadu,Kanyakumari,8.25,77.5167,2019,8.03,117,0,30.0,18.0,0.0,11.0,25,2.0,5.0,11.0,5.9,0.1,70.2,0
Tamilnadu,Tirunelveli,8.3556,77.6583,2019,7.29,1334,0,250.0,199.0,72.0,111.0,320,72.0,34.0,114.0,29.0,0.48,800.4,2
Tamilnadu,Tirunelveli,8.5125,77.5417,2019,7.5,906,0,165.0,146.0,96.0,13.0,325,82.0,29.0,36.0,3.6,0.34,543.6,1
Tamilnadu,Tirunelveli,8.5833,77.7153,2019,7.6,391,0,177.0,25.0,4.2,18.0,160,46.0,11.0,13.0,4.6,0.42,234.6,0
Tamilnadu,Tirunelveli,8.7347,77.5208,2019,7.91,73,0,18.0,11.0,1.2,6.7,30,6.0,4.0,1.4,0.0,0.04,43.8,0
Tamilnadu,Tirunelveli,8.5333,77.4653,2019,7.62,1200,0,439.0,149.0,39.0,27.0,375,92.0,35.0,106.0,6.8,0.5,720.0,1
Tamilnadu,Tirunelveli,8.7,77.4389,2019,7.81,494,0,159.0,46.0,30.0,24.0,150,46.0,8.5,39.0,0.66,0.62,296.4,0
Tamilnadu,Tuticorin,11.9,79.05,2019,7.8,869,0,171.0,107.0,58.0,102.0,330,64.0,41.0,27.0,27.0,0.46,521.4,2
Tamilnadu,Tuticorin,9.1444,77.7056,2019,7.87,4080,0,439.0,569.0,854.0,29.0,620,72.0,107.0,639.0,8.0,1.51,2448.0,2
Tamilnadu,Villupuram,12.2083,79.9583,2019,6.4,1225,0,201.366,226.88,64.0,80.0,350,72.0,41.3168,112.1,32.3,0.2,735.0,2
Tamilnadu,Villupuram,12.1344,79.76,2019,7.0,1790,0,396.63,333.23,61.0,29.8,640,188.0,41.3168,109.2,1.8,0.3,1074.0,2
Tamilnadu,Villupuram,12.0475,79.7628,2019,7.2,860,0,329.508,77.99,28.0,21.4,340,84.0,31.5952,40.9,2.1,0.1,516.0,1
Tamilnadu,Villupuram,11.9964,79.7792,2019,6.7,767,0,122.04,85.08,141.5,19.9,250,52.0,29.1648,59.4,1.2,0.4,460.2,0
